Au"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"	"gene_id"
"ENSMUSG00000033487"	"OK"	"negbinomial.size"	3.57692011511492e-202	4.80263196490646e-200	"ENSMUSG00000033487"	"Fndc3a"	"Fndc3a"	12036	FALSE	"ENSMUSG00000033487"
"ENSMUSG00000022108"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022108"	"Itm2b"	"Itm2b"	26708	TRUE	"ENSMUSG00000022108"
"ENSMUSG00000021996"	"OK"	"negbinomial.size"	1.31573255604822e-77	5.30894677731894e-76	"ENSMUSG00000021996"	"Esd"	"Esd"	22750	TRUE	"ENSMUSG00000021996"
"ENSMUSG00000022018"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022018"	"Rgcc"	"Rgcc"	10018	TRUE	"ENSMUSG00000022018"
"ENSMUSG00000075486"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000075486"	"Commd6"	"Commd6"	21883	FALSE	"ENSMUSG00000075486"
"ENSMUSG00000060143"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000060143"	"Gm10076"	"Gm10076"	27079	TRUE	"ENSMUSG00000060143"
"ENSMUSG00000022114"	"OK"	"negbinomial.size"	3.32097219555398e-97	1.72413806485844e-95	"ENSMUSG00000022114"	"Spry2"	"Spry2"	15111	TRUE	"ENSMUSG00000022114"
"ENSMUSG00000058126"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000058126"	"Tpm3-rs7"	"Tpm3-rs7"	2969	TRUE	"ENSMUSG00000058126"
"ENSMUSG00000022131"	"OK"	"negbinomial.size"	1.94029638935968e-57	5.48459460331707e-56	"ENSMUSG00000022131"	"Gpr180"	"Gpr180"	8612	FALSE	"ENSMUSG00000022131"
"ENSMUSG00000050912"	"OK"	"negbinomial.size"	1.5688362723959e-35	2.70593853184564e-34	"ENSMUSG00000050912"	"Tmem123"	"Tmem123"	9029	FALSE	"ENSMUSG00000050912"
"ENSMUSG00000032193"	"OK"	"negbinomial.size"	1.42113775252369e-36	2.53542044622639e-35	"ENSMUSG00000032193"	"Ldlr"	"Ldlr"	8220	FALSE	"ENSMUSG00000032193"
"ENSMUSG00000001833"	"OK"	"negbinomial.size"	7.71743612009068e-241	1.30651160402622e-238	"ENSMUSG00000001833"	"Sept7"	"Sept7"	27135	TRUE	"ENSMUSG00000001833"
"ENSMUSG00000035443"	"OK"	"negbinomial.size"	6.97131204204058e-58	1.98135374187558e-56	"ENSMUSG00000035443"	"Thyn1"	"Thyn1"	22498	FALSE	"ENSMUSG00000035443"
"ENSMUSG00000062257"	"OK"	"negbinomial.size"	6.21755677560994e-42	1.24952834555e-40	"ENSMUSG00000062257"	"Opcml"	"Opcml"	5485	TRUE	"ENSMUSG00000062257"
"ENSMUSG00000031996"	"OK"	"negbinomial.size"	3.40064620979973e-120	2.28297692748409e-118	"ENSMUSG00000031996"	"Aplp2"	"Aplp2"	24601	TRUE	"ENSMUSG00000031996"
"ENSMUSG00000032118"	"OK"	"negbinomial.size"	1.8502536716486e-67	6.36152338541433e-66	"ENSMUSG00000032118"	"Fez1"	"Fez1"	25177	TRUE	"ENSMUSG00000032118"
"ENSMUSG00000046240"	"OK"	"negbinomial.size"	1.57688421483604e-105	8.80285722081412e-104	"ENSMUSG00000046240"	"Hepacam"	"Hepacam"	13001	TRUE	"ENSMUSG00000046240"
"ENSMUSG00000015656"	"OK"	"negbinomial.size"	3.67523027939469e-56	1.02400199645031e-54	"ENSMUSG00000015656"	"Hspa8"	"Hspa8"	27563	TRUE	"ENSMUSG00000015656"
"ENSMUSG00000032011"	"OK"	"negbinomial.size"	4.60998767875926e-152	4.22356224098091e-150	"ENSMUSG00000032011"	"Thy1"	"Thy1"	5849	TRUE	"ENSMUSG00000032011"
"ENSMUSG00000097467"	"OK"	"negbinomial.size"	1.16623226758633e-51	2.97284248243161e-50	"ENSMUSG00000097467"	"Gm26737"	"Gm26737"	1420	TRUE	"ENSMUSG00000097467"
"ENSMUSG00000049932"	"OK"	"negbinomial.size"	4.48429845744085e-38	8.44533838871116e-37	"ENSMUSG00000049932"	"H2afx"	"H2afx"	18742	TRUE	"ENSMUSG00000049932"
"ENSMUSG00000038717"	"OK"	"negbinomial.size"	1.20740305706493e-66	4.07924134789292e-65	"ENSMUSG00000038717"	"Atp5l"	"Atp5l"	27563	FALSE	"ENSMUSG00000038717"
"ENSMUSG00000066705"	"OK"	"negbinomial.size"	1.51151748557769e-48	3.57779404830889e-47	"ENSMUSG00000066705"	"Fxyd6"	"Fxyd6"	11081	TRUE	"ENSMUSG00000066705"
"ENSMUSG00000032076"	"OK"	"negbinomial.size"	5.45439713029381e-40	1.06323198128068e-38	"ENSMUSG00000032076"	"Cadm1"	"Cadm1"	15324	TRUE	"ENSMUSG00000032076"
"ENSMUSG00000058443"	"OK"	"negbinomial.size"	3.76518630285069e-46	8.36558868286726e-45	"ENSMUSG00000058443"	"Rpl10-ps3"	"Rpl10-ps3"	2795	FALSE	"ENSMUSG00000058443"
"ENSMUSG00000000171"	"OK"	"negbinomial.size"	4.8776085763831e-56	1.35658488530655e-54	"ENSMUSG00000000171"	"Sdhd"	"Sdhd"	24758	FALSE	"ENSMUSG00000000171"
"ENSMUSG00000032060"	"OK"	"negbinomial.size"	5.55385923765711e-119	3.64984631335483e-117	"ENSMUSG00000032060"	"Cryab"	"Cryab"	10117	TRUE	"ENSMUSG00000032060"
"ENSMUSG00000032050"	"OK"	"negbinomial.size"	6.05818324947077e-124	4.30850247079941e-122	"ENSMUSG00000032050"	"Rdx"	"Rdx"	26336	FALSE	"ENSMUSG00000032050"
"ENSMUSG00000078307"	"OK"	"negbinomial.size"	1.03572391831645e-37	1.92498807014065e-36	"ENSMUSG00000078307"	"AI593442"	"AI593442"	5593	TRUE	"ENSMUSG00000078307"
"ENSMUSG00000032047"	"OK"	"negbinomial.size"	3.29360365878959e-94	1.62850403129041e-92	"ENSMUSG00000032047"	"Acat1"	"Acat1"	24505	FALSE	"ENSMUSG00000032047"
"ENSMUSG00000032279"	"OK"	"negbinomial.size"	1.73555465451307e-77	6.94891098818537e-76	"ENSMUSG00000032279"	"Idh3a"	"Idh3a"	25398	FALSE	"ENSMUSG00000032279"
"ENSMUSG00000032324"	"OK"	"negbinomial.size"	4.50349432840288e-100	2.39392232644624e-98	"ENSMUSG00000032324"	"Tspan3"	"Tspan3"	27021	FALSE	"ENSMUSG00000032324"
"ENSMUSG00000032290"	"OK"	"negbinomial.size"	9.49290854513975e-36	1.6482948783785e-34	"ENSMUSG00000032290"	"Ptpn9"	"Ptpn9"	10069	FALSE	"ENSMUSG00000032290"
"ENSMUSG00000032305"	"OK"	"negbinomial.size"	1.00599544270021e-36	1.805112790329e-35	"ENSMUSG00000032305"	"Fam219b"	"Fam219b"	3726	FALSE	"ENSMUSG00000032305"
"ENSMUSG00000025232"	"OK"	"negbinomial.size"	1.00648262792439e-65	3.33531211274944e-64	"ENSMUSG00000025232"	"Hexa"	"Hexa"	16413	FALSE	"ENSMUSG00000025232"
"ENSMUSG00000032294"	"OK"	"negbinomial.size"	2.05248782320801e-45	4.45850737049717e-44	"ENSMUSG00000032294"	"Pkm"	"Pkm"	27384	TRUE	"ENSMUSG00000032294"
"ENSMUSG00000034485"	"OK"	"negbinomial.size"	5.73908968256572e-45	1.24147669174946e-43	"ENSMUSG00000034485"	"Uaca"	"Uaca"	4961	FALSE	"ENSMUSG00000034485"
"ENSMUSG00000007892"	"OK"	"negbinomial.size"	5.39223677715077e-112	3.28062842984857e-110	"ENSMUSG00000007892"	"Rplp1"	"Rplp1"	27577	FALSE	"ENSMUSG00000007892"
"ENSMUSG00000032403"	"OK"	"negbinomial.size"	3.10549972342161e-74	1.20020243653329e-72	"ENSMUSG00000032403"	"2300009A05Rik"	"2300009A05Rik"	9828	FALSE	"ENSMUSG00000032403"
"ENSMUSG00000032397"	"OK"	"negbinomial.size"	1.93609015129279e-46	4.33255806126223e-45	"ENSMUSG00000032397"	"Tipin"	"Tipin"	17423	TRUE	"ENSMUSG00000032397"
"ENSMUSG00000032387"	"OK"	"negbinomial.size"	1.74487071144714e-196	2.24598027527183e-194	"ENSMUSG00000032387"	"Rbpms2"	"Rbpms2"	6749	FALSE	"ENSMUSG00000032387"
"ENSMUSG00000040204"	"OK"	"negbinomial.size"	3.90938262825862e-315	9.9817433500234e-313	"ENSMUSG00000040204"	"2810417H13Rik"	"2810417H13Rik"	17642	TRUE	"ENSMUSG00000040204"
"ENSMUSG00000032383"	"OK"	"negbinomial.size"	8.93721937044954e-166	9.34209340233232e-164	"ENSMUSG00000032383"	"Ppib"	"Ppib"	26856	FALSE	"ENSMUSG00000032383"
"ENSMUSG00000036781"	"OK"	"negbinomial.size"	8.12380038874396e-44	1.69836498059983e-42	"ENSMUSG00000036781"	"Rps27l"	"Rps27l"	27572	FALSE	"ENSMUSG00000036781"
"ENSMUSG00000032366"	"OK"	"negbinomial.size"	5.70778436302096e-231	9.35776225832121e-229	"ENSMUSG00000032366"	"Tpm1"	"Tpm1"	26684	TRUE	"ENSMUSG00000032366"
"ENSMUSG00000032231"	"OK"	"negbinomial.size"	4.93637224906444e-150	4.39337130166735e-148	"ENSMUSG00000032231"	"Anxa2"	"Anxa2"	8644	TRUE	"ENSMUSG00000032231"
"ENSMUSG00000032220"	"OK"	"negbinomial.size"	4.42396867548794e-37	8.05886691470465e-36	"ENSMUSG00000032220"	"Myo1e"	"Myo1e"	3012	FALSE	"ENSMUSG00000032220"
"ENSMUSG00000032228"	"OK"	"negbinomial.size"	6.7610975354302e-118	4.35140884769939e-116	"ENSMUSG00000032228"	"Tcf12"	"Tcf12"	23254	TRUE	"ENSMUSG00000032228"
"ENSMUSG00000032221"	"OK"	"negbinomial.size"	2.65267001157938e-123	1.84443461742628e-121	"ENSMUSG00000032221"	"Mns1"	"Mns1"	4704	TRUE	"ENSMUSG00000032221"
"ENSMUSG00000007656"	"OK"	"negbinomial.size"	2.44906615985762e-180	2.91177140761698e-178	"ENSMUSG00000007656"	"Arpp19"	"Arpp19"	26284	FALSE	"ENSMUSG00000007656"
"ENSMUSG00000058587"	"OK"	"negbinomial.size"	2.18907131089386e-42	4.45101640563601e-41	"ENSMUSG00000058587"	"Tmod3"	"Tmod3"	7973	FALSE	"ENSMUSG00000058587"
"ENSMUSG00000032186"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032186"	"Tmod2"	"Tmod2"	16541	FALSE	"ENSMUSG00000032186"
"ENSMUSG00000097574"	"OK"	"negbinomial.size"	2.81970236553125e-130	2.17410219520541e-128	"ENSMUSG00000097574"	"C920006O11Rik"	"C920006O11Rik"	742	FALSE	"ENSMUSG00000097574"
"ENSMUSG00000032348"	"OK"	"negbinomial.size"	1.03945938958041e-227	1.66902886522835e-225	"ENSMUSG00000032348"	"Gsta4"	"Gsta4"	7577	TRUE	"ENSMUSG00000032348"
"ENSMUSG00000049624"	"OK"	"negbinomial.size"	5.199570759331e-62	1.58480067664541e-60	"ENSMUSG00000049624"	"Slc17a5"	"Slc17a5"	5403	FALSE	"ENSMUSG00000049624"
"ENSMUSG00000033577"	"OK"	"negbinomial.size"	2.60537659372376e-164	2.68733380445348e-162	"ENSMUSG00000033577"	"Myo6"	"Myo6"	19290	TRUE	"ENSMUSG00000033577"
"ENSMUSG00000032251"	"OK"	"negbinomial.size"	1.12639365158189e-61	3.41980138857464e-60	"ENSMUSG00000032251"	"Irak1bp1"	"Irak1bp1"	11831	FALSE	"ENSMUSG00000032251"
"ENSMUSG00000066456"	"OK"	"negbinomial.size"	7.15618972378741e-46	1.57204026724949e-44	"ENSMUSG00000066456"	"Hmgn3"	"Hmgn3"	26397	FALSE	"ENSMUSG00000066456"
"ENSMUSG00000032263"	"OK"	"negbinomial.size"	2.23121612869585e-236	3.73668722628365e-234	"ENSMUSG00000032263"	"Bckdhb"	"Bckdhb"	10410	FALSE	"ENSMUSG00000032263"
"ENSMUSG00000032265"	"OK"	"negbinomial.size"	3.08240908641378e-159	3.03851402030979e-157	"ENSMUSG00000032265"	"Fam46a"	"Fam46a"	5430	TRUE	"ENSMUSG00000032265"
"ENSMUSG00000035274"	"OK"	"negbinomial.size"	3.02415163085967e-68	1.05607985763766e-66	"ENSMUSG00000035274"	"Tpbg"	"Tpbg"	3294	FALSE	"ENSMUSG00000035274"
"ENSMUSG00000032872"	"OK"	"negbinomial.size"	8.33465590064763e-126	6.0659937220835e-124	"ENSMUSG00000032872"	"Cyb5r4"	"Cyb5r4"	15529	FALSE	"ENSMUSG00000032872"
"ENSMUSG00000032353"	"OK"	"negbinomial.size"	2.37354036619881e-58	6.79556823594605e-57	"ENSMUSG00000032353"	"Tmed3"	"Tmed3"	20613	TRUE	"ENSMUSG00000032353"
"ENSMUSG00000032359"	"OK"	"negbinomial.size"	1.38194881035595e-77	5.54738472198298e-76	"ENSMUSG00000032359"	"Ctsh"	"Ctsh"	2182	TRUE	"ENSMUSG00000032359"
"ENSMUSG00000032368"	"OK"	"negbinomial.size"	1.92719645574849e-51	4.89658805844744e-50	"ENSMUSG00000032368"	"Zic1"	"Zic1"	10412	FALSE	"ENSMUSG00000032368"
"ENSMUSG00000033350"	"OK"	"negbinomial.size"	1.30474019058894e-206	1.84739349712934e-204	"ENSMUSG00000033350"	"Chst2"	"Chst2"	21142	TRUE	"ENSMUSG00000033350"
"ENSMUSG00000032456"	"OK"	"negbinomial.size"	7.58401125170904e-36	1.32422617988081e-34	"ENSMUSG00000032456"	"Nmnat3"	"Nmnat3"	410	FALSE	"ENSMUSG00000032456"
"ENSMUSG00000032527"	"OK"	"negbinomial.size"	6.55145861250974e-74	2.52571702697622e-72	"ENSMUSG00000032527"	"Pccb"	"Pccb"	7255	FALSE	"ENSMUSG00000032527"
"ENSMUSG00000035048"	"OK"	"negbinomial.size"	8.96823356453551e-159	8.78492061431701e-157	"ENSMUSG00000035048"	"Anapc13"	"Anapc13"	24834	FALSE	"ENSMUSG00000035048"
"ENSMUSG00000032549"	"OK"	"negbinomial.size"	8.0229115534128e-116	5.07954664408148e-114	"ENSMUSG00000032549"	"Rab6b"	"Rab6b"	8684	TRUE	"ENSMUSG00000032549"
"ENSMUSG00000032553"	"OK"	"negbinomial.size"	3.54387705357375e-303	8.11704192785458e-301	"ENSMUSG00000032553"	"Srprb"	"Srprb"	14932	FALSE	"ENSMUSG00000032553"
"ENSMUSG00000032554"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032554"	"Trf"	"Trf"	2986	TRUE	"ENSMUSG00000032554"
"ENSMUSG00000032555"	"OK"	"negbinomial.size"	9.13402915374921e-52	2.34369858434339e-50	"ENSMUSG00000032555"	"Topbp1"	"Topbp1"	9450	TRUE	"ENSMUSG00000032555"
"ENSMUSG00000032803"	"OK"	"negbinomial.size"	7.88311157398814e-203	1.06764750230318e-200	"ENSMUSG00000032803"	"Cdv3"	"Cdv3"	24300	TRUE	"ENSMUSG00000032803"
"ENSMUSG00000032556"	"OK"	"negbinomial.size"	7.15705152011951e-155	6.67491481591984e-153	"ENSMUSG00000032556"	"Bfsp2"	"Bfsp2"	830	TRUE	"ENSMUSG00000032556"
"ENSMUSG00000032557"	"OK"	"negbinomial.size"	5.56651295067423e-114	3.44041425423616e-112	"ENSMUSG00000032557"	"Uba5"	"Uba5"	14303	FALSE	"ENSMUSG00000032557"
"ENSMUSG00000090150"	"OK"	"negbinomial.size"	1.72514610628e-78	7.0708291066608e-77	"ENSMUSG00000090150"	"Acad11"	"Acad11"	2806	FALSE	"ENSMUSG00000090150"
"ENSMUSG00000079355"	"OK"	"negbinomial.size"	4.06436200947892e-297	9.04320547109059e-295	"ENSMUSG00000079355"	"Ackr4"	"Ackr4"	1426	TRUE	"ENSMUSG00000079355"
"ENSMUSG00000048758"	"OK"	"negbinomial.size"	6.07705272093867e-67	2.07111807721269e-65	"ENSMUSG00000048758"	"Rpl29"	"Rpl29"	27572	FALSE	"ENSMUSG00000048758"
"ENSMUSG00000063856"	"OK"	"negbinomial.size"	1.00184262625056e-81	4.27498600105547e-80	"ENSMUSG00000063856"	"Gpx1"	"Gpx1"	24949	TRUE	"ENSMUSG00000063856"
"ENSMUSG00000032599"	"OK"	"negbinomial.size"	3.18245631383494e-52	8.26112618132987e-51	"ENSMUSG00000032599"	"Ip6k2"	"Ip6k2"	10859	FALSE	"ENSMUSG00000032599"
"ENSMUSG00000025651"	"OK"	"negbinomial.size"	2.9477304435027e-101	1.58313453991568e-99	"ENSMUSG00000025651"	"Uqcrc1"	"Uqcrc1"	26820	FALSE	"ENSMUSG00000025651"
"ENSMUSG00000025647"	"OK"	"negbinomial.size"	9.2740936198921e-99	4.87986513952093e-97	"ENSMUSG00000025647"	"Shisa5"	"Shisa5"	10216	FALSE	"ENSMUSG00000025647"
"ENSMUSG00000032478"	"OK"	"negbinomial.size"	8.28274659347183e-208	1.18352090085618e-205	"ENSMUSG00000032478"	"Nme6"	"Nme6"	9076	FALSE	"ENSMUSG00000032478"
"ENSMUSG00000032477"	"OK"	"negbinomial.size"	2.37685862155438e-35	4.08154057670446e-34	"ENSMUSG00000032477"	"Cdc25a"	"Cdc25a"	6283	FALSE	"ENSMUSG00000032477"
"ENSMUSG00000032479"	"OK"	"negbinomial.size"	7.48980437087081e-64	2.37583916652368e-62	"ENSMUSG00000032479"	"Map4"	"Map4"	17824	FALSE	"ENSMUSG00000032479"
"ENSMUSG00000032482"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032482"	"Cspg5"	"Cspg5"	23556	TRUE	"ENSMUSG00000032482"
"ENSMUSG00000019659"	"OK"	"negbinomial.size"	1.7880438219808e-162	1.83215674522046e-160	"ENSMUSG00000019659"	"Ccdc12"	"Ccdc12"	21608	FALSE	"ENSMUSG00000019659"
"ENSMUSG00000032503"	"OK"	"negbinomial.size"	8.85046576447301e-43	1.80426707174957e-41	"ENSMUSG00000032503"	"Arpp21"	"Arpp21"	6662	TRUE	"ENSMUSG00000032503"
"ENSMUSG00000050621"	"OK"	"negbinomial.size"	1.70482826029794e-297	3.84821741364355e-295	"ENSMUSG00000050621"	"Rps27rt"	"Rps27rt"	25261	FALSE	"ENSMUSG00000050621"
"ENSMUSG00000036138"	"OK"	"negbinomial.size"	5.92037044217732e-48	1.37013030664059e-46	"ENSMUSG00000036138"	"Acaa1a"	"Acaa1a"	15949	FALSE	"ENSMUSG00000036138"
"ENSMUSG00000054871"	"OK"	"negbinomial.size"	1.79823652336017e-55	4.92223793520819e-54	"ENSMUSG00000054871"	"Tmem158"	"Tmem158"	16362	TRUE	"ENSMUSG00000054871"
"ENSMUSG00000020432"	"OK"	"negbinomial.size"	2.58874675559149e-40	5.05259783437814e-39	"ENSMUSG00000020432"	"Tcn2"	"Tcn2"	8557	FALSE	"ENSMUSG00000020432"
"ENSMUSG00000053838"	"OK"	"negbinomial.size"	1.35143303388785e-94	6.72478258875505e-93	"ENSMUSG00000053838"	"Nudcd3"	"Nudcd3"	20235	FALSE	"ENSMUSG00000053838"
"ENSMUSG00000049800"	"OK"	"negbinomial.size"	1.66324454694604e-55	4.56878903327771e-54	"ENSMUSG00000049800"	"Sertad2"	"Sertad2"	10653	FALSE	"ENSMUSG00000049800"
"ENSMUSG00000020321"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000020321"	"Mdh1"	"Mdh1"	27205	TRUE	"ENSMUSG00000020321"
"ENSMUSG00000020462"	"OK"	"negbinomial.size"	2.37705356586725e-74	9.20960430059265e-73	"ENSMUSG00000020462"	"Cfap36"	"Cfap36"	20329	FALSE	"ENSMUSG00000020462"
"ENSMUSG00000020460"	"OK"	"negbinomial.size"	8.2169406538327e-45	1.7652255266682e-43	"ENSMUSG00000020460"	"Rps27a"	"Rps27a"	27576	FALSE	"ENSMUSG00000020460"
"ENSMUSG00000057098"	"OK"	"negbinomial.size"	2.98745791066463e-51	7.56579787944742e-50	"ENSMUSG00000057098"	"Ebf1"	"Ebf1"	9282	TRUE	"ENSMUSG00000057098"
"ENSMUSG00000020372"	"OK"	"negbinomial.size"	1.12393306544306e-102	6.07821440773458e-101	"ENSMUSG00000020372"	"Gnb2l1"	"Gnb2l1"	27529	FALSE	"ENSMUSG00000020372"
"ENSMUSG00000020358"	"OK"	"negbinomial.size"	5.72781086451495e-139	4.82219752512542e-137	"ENSMUSG00000020358"	"Hnrnpab"	"Hnrnpab"	27087	FALSE	"ENSMUSG00000020358"
"ENSMUSG00000001056"	"OK"	"negbinomial.size"	4.09760569334965e-59	1.18185571618372e-57	"ENSMUSG00000001056"	"Nhp2"	"Nhp2"	26873	FALSE	"ENSMUSG00000001056"
"ENSMUSG00000020386"	"OK"	"negbinomial.size"	1.04555030767334e-44	2.24303664490527e-43	"ENSMUSG00000020386"	"Sar1b"	"Sar1b"	22916	FALSE	"ENSMUSG00000020386"
"ENSMUSG00000020349"	"OK"	"negbinomial.size"	3.78367229909815e-73	1.43733405020619e-71	"ENSMUSG00000020349"	"Ppp2ca"	"Ppp2ca"	27160	FALSE	"ENSMUSG00000020349"
"ENSMUSG00000000594"	"OK"	"negbinomial.size"	1.29516433453167e-60	3.85701424671716e-59	"ENSMUSG00000000594"	"Gm2a"	"Gm2a"	14110	TRUE	"ENSMUSG00000000594"
"ENSMUSG00000018585"	"OK"	"negbinomial.size"	2.69454838804806e-37	4.92577360843292e-36	"ENSMUSG00000018585"	"Atox1"	"Atox1"	25669	FALSE	"ENSMUSG00000018585"
"ENSMUSG00000056895"	"OK"	"negbinomial.size"	4.26075748701224e-61	1.28607166395767e-59	"ENSMUSG00000056895"	"Hist3h2ba"	"Hist3h2ba"	11984	TRUE	"ENSMUSG00000056895"
"ENSMUSG00000005417"	"OK"	"negbinomial.size"	7.07080142104188e-38	1.32047640446915e-36	"ENSMUSG00000005417"	"Mprip"	"Mprip"	16354	FALSE	"ENSMUSG00000005417"
"ENSMUSG00000060938"	"OK"	"negbinomial.size"	3.76431102944818e-36	6.63225614068501e-35	"ENSMUSG00000060938"	"Rpl26"	"Rpl26"	27573	FALSE	"ENSMUSG00000060938"
"ENSMUSG00000059796"	"OK"	"negbinomial.size"	9.09410352744081e-169	9.90494142936298e-167	"ENSMUSG00000059796"	"Eif4a1"	"Eif4a1"	27538	TRUE	"ENSMUSG00000059796"
"ENSMUSG00000070394"	"OK"	"negbinomial.size"	1.68538756347515e-66	5.6554636334062e-65	"ENSMUSG00000070394"	"Tmem256"	"Tmem256"	27356	FALSE	"ENSMUSG00000070394"
"ENSMUSG00000018567"	"OK"	"negbinomial.size"	2.87587549627078e-38	5.44249828121719e-37	"ENSMUSG00000018567"	"Gabarap"	"Gabarap"	27209	FALSE	"ENSMUSG00000018567"
"ENSMUSG00000018574"	"OK"	"negbinomial.size"	7.78779809986057e-46	1.70597686927325e-44	"ENSMUSG00000018574"	"Acadvl"	"Acadvl"	15097	FALSE	"ENSMUSG00000018574"
"ENSMUSG00000020831"	"OK"	"negbinomial.size"	1.01792635991383e-136	8.3006298720722e-135	"ENSMUSG00000020831"	"0610010K14Rik"	"0610010K14Rik"	6691	FALSE	"ENSMUSG00000020831"
"ENSMUSG00000018286"	"OK"	"negbinomial.size"	8.32484315498484e-79	3.42109319627675e-77	"ENSMUSG00000018286"	"Psmb6"	"Psmb6"	27311	FALSE	"ENSMUSG00000018286"
"ENSMUSG00000040463"	"OK"	"negbinomial.size"	4.63939001261724e-44	9.72523545713507e-43	"ENSMUSG00000040463"	"Mybbp1a"	"Mybbp1a"	16371	FALSE	"ENSMUSG00000040463"
"ENSMUSG00000000631"	"OK"	"negbinomial.size"	1.41336476421977e-120	9.57093747944473e-119	"ENSMUSG00000000631"	"Myo18a"	"Myo18a"	16880	TRUE	"ENSMUSG00000000631"
"ENSMUSG00000058546"	"OK"	"negbinomial.size"	1.05103189886929e-158	1.02311386405557e-156	"ENSMUSG00000058546"	"Rpl23a"	"Rpl23a"	27576	FALSE	"ENSMUSG00000058546"
"ENSMUSG00000002064"	"OK"	"negbinomial.size"	4.75156782401555e-48	1.10953026775176e-46	"ENSMUSG00000002064"	"Sdf2"	"Sdf2"	17725	FALSE	"ENSMUSG00000002064"
"ENSMUSG00000017390"	"OK"	"negbinomial.size"	1.22918296644604e-73	4.7154001730042e-72	"ENSMUSG00000017390"	"Aldoc"	"Aldoc"	19345	TRUE	"ENSMUSG00000017390"
"ENSMUSG00000035152"	"OK"	"negbinomial.size"	2.92114460981648e-162	2.97364884299946e-160	"ENSMUSG00000035152"	"Ap2b1"	"Ap2b1"	19824	FALSE	"ENSMUSG00000035152"
"ENSMUSG00000020486"	"OK"	"negbinomial.size"	9.96327778139663e-37	1.79189435849021e-35	"ENSMUSG00000020486"	"Sept4"	"Sept4"	3297	TRUE	"ENSMUSG00000020486"
"ENSMUSG00000069763"	"OK"	"negbinomial.size"	2.21647939039608e-37	4.06137253004928e-36	"ENSMUSG00000069763"	"Tmem100"	"Tmem100"	2632	TRUE	"ENSMUSG00000069763"
"ENSMUSG00000037601"	"OK"	"negbinomial.size"	5.79036880372374e-98	3.02634208449655e-96	"ENSMUSG00000037601"	"Nme1"	"Nme1"	27492	FALSE	"ENSMUSG00000037601"
"ENSMUSG00000020869"	"OK"	"negbinomial.size"	3.10710578068244e-66	1.03848009729891e-64	"ENSMUSG00000020869"	"Lrrc59"	"Lrrc59"	23811	FALSE	"ENSMUSG00000020869"
"ENSMUSG00000038615"	"OK"	"negbinomial.size"	4.05255792233735e-124	2.89534814864239e-122	"ENSMUSG00000038615"	"Nfe2l1"	"Nfe2l1"	15837	TRUE	"ENSMUSG00000038615"
"ENSMUSG00000001440"	"OK"	"negbinomial.size"	7.33346215374479e-49	1.76809091400271e-47	"ENSMUSG00000001440"	"Kpnb1"	"Kpnb1"	16992	FALSE	"ENSMUSG00000001440"
"ENSMUSG00000069744"	"OK"	"negbinomial.size"	1.84799197117641e-104	1.02428736480685e-102	"ENSMUSG00000069744"	"Psmb3"	"Psmb3"	26943	FALSE	"ENSMUSG00000069744"
"ENSMUSG00000071415"	"OK"	"negbinomial.size"	2.06716018455096e-120	1.39376709412905e-118	"ENSMUSG00000071415"	"Rpl23"	"Rpl23"	27577	FALSE	"ENSMUSG00000071415"
"ENSMUSG00000020914"	"OK"	"negbinomial.size"	5.83941941666452e-203	7.97797872057456e-201	"ENSMUSG00000020914"	"Top2a"	"Top2a"	13927	TRUE	"ENSMUSG00000020914"
"ENSMUSG00000017493"	"OK"	"negbinomial.size"	5.34143202436085e-75	2.0798200944855e-73	"ENSMUSG00000017493"	"Igfbp4"	"Igfbp4"	10219	TRUE	"ENSMUSG00000017493"
"ENSMUSG00000035530"	"OK"	"negbinomial.size"	2.34608220745764e-127	1.75674184524773e-125	"ENSMUSG00000035530"	"Eif1"	"Eif1"	27561	FALSE	"ENSMUSG00000035530"
"ENSMUSG00000020917"	"OK"	"negbinomial.size"	3.99397179403993e-48	9.34025686068648e-47	"ENSMUSG00000020917"	"Acly"	"Acly"	19408	TRUE	"ENSMUSG00000020917"
"ENSMUSG00000006782"	"OK"	"negbinomial.size"	1.24396069313909e-41	2.47126119842365e-40	"ENSMUSG00000006782"	"Cnp"	"Cnp"	11657	TRUE	"ENSMUSG00000006782"
"ENSMUSG00000004044"	"OK"	"negbinomial.size"	1.67309372767229e-55	4.58775260712957e-54	"ENSMUSG00000004044"	"Ptrf"	"Ptrf"	7599	TRUE	"ENSMUSG00000004044"
"ENSMUSG00000063316"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000063316"	"Rpl27"	"Rpl27"	27555	FALSE	"ENSMUSG00000063316"
