"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000022463"	"OK"	"negbinomial.size"	2.33814857206699e-42	4.74793533376055e-41	"ENSMUSG00000022463"	"Srebf2"	"Srebf2"	"ENSMUSG00000022463"	14620	FALSE
"ENSMUSG00000097587"	"OK"	"negbinomial.size"	7.08068274488582e-71	2.57667368578497e-69	"ENSMUSG00000097587"	"4930578M01Rik"	"4930578M01Rik"	"ENSMUSG00000097587"	492	FALSE
"ENSMUSG00000043091"	"OK"	"negbinomial.size"	7.95791846443003e-47	1.79629826207968e-45	"ENSMUSG00000043091"	"Tuba1c"	"Tuba1c"	"ENSMUSG00000043091"	2745	TRUE
"ENSMUSG00000032783"	"OK"	"negbinomial.size"	1.37948831993849e-292	2.98410146986695e-290	"ENSMUSG00000032783"	"Troap"	"Troap"	"ENSMUSG00000032783"	3506	TRUE
"ENSMUSG00000023026"	"OK"	"negbinomial.size"	4.77973413178348e-35	8.16275867352277e-34	"ENSMUSG00000023026"	"Dip2b"	"Dip2b"	"ENSMUSG00000023026"	12846	FALSE
"ENSMUSG00000097234"	"OK"	"negbinomial.size"	9.95769963584801e-74	3.82941165008229e-72	"ENSMUSG00000097234"	"Gm26518"	"Gm26518"	"ENSMUSG00000097234"	4292	FALSE
"ENSMUSG00000056851"	"OK"	"negbinomial.size"	2.39029680183584e-59	6.90702647283732e-58	"ENSMUSG00000056851"	"Pcbp2"	"Pcbp2"	"ENSMUSG00000056851"	27092	FALSE
"ENSMUSG00000022490"	"OK"	"negbinomial.size"	3.28483738729914e-266	6.47611927939039e-264	"ENSMUSG00000022490"	"Ppp1r1a"	"Ppp1r1a"	"ENSMUSG00000022490"	19926	TRUE
"ENSMUSG00000022681"	"OK"	"negbinomial.size"	4.59916135888474e-38	8.65120026142873e-37	"ENSMUSG00000022681"	"Ntan1"	"Ntan1"	"ENSMUSG00000022681"	16130	FALSE
"ENSMUSG00000003528"	"OK"	"negbinomial.size"	2.14908997199614e-51	5.45147822700976e-50	"ENSMUSG00000003528"	"Slc25a1"	"Slc25a1"	"ENSMUSG00000003528"	14766	TRUE
"ENSMUSG00000033581"	"OK"	"negbinomial.size"	1.23956208727438e-36	2.22165471913677e-35	"ENSMUSG00000033581"	"Igf2bp2"	"Igf2bp2"	"ENSMUSG00000033581"	4679	FALSE
"ENSMUSG00000013089"	"OK"	"negbinomial.size"	4.3196990340564e-50	1.06962340946627e-48	"ENSMUSG00000013089"	"Etv5"	"Etv5"	"ENSMUSG00000013089"	16404	FALSE
"ENSMUSG00000022528"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022528"	"Hes1"	"Hes1"	"ENSMUSG00000022528"	16065	TRUE
"ENSMUSG00000022772"	"OK"	"negbinomial.size"	1.11620532507645e-114	6.95932618059465e-113	"ENSMUSG00000022772"	"Senp5"	"Senp5"	"ENSMUSG00000022772"	8854	FALSE
"ENSMUSG00000060636"	"OK"	"negbinomial.size"	2.51007281210717e-118	1.62893266869038e-116	"ENSMUSG00000060636"	"Rpl35a"	"Rpl35a"	"ENSMUSG00000060636"	27574	FALSE
"ENSMUSG00000022817"	"OK"	"negbinomial.size"	9.27613767610565e-42	1.85701599364197e-40	"ENSMUSG00000022817"	"Itgb5"	"Itgb5"	"ENSMUSG00000022817"	8839	TRUE
"ENSMUSG00000098274"	"OK"	"negbinomial.size"	6.73903889318661e-123	4.6442712726275e-121	"ENSMUSG00000098274"	"Rpl24"	"Rpl24"	"ENSMUSG00000098274"	27572	FALSE
"ENSMUSG00000040681"	"OK"	"negbinomial.size"	8.4734455344725e-133	6.66534920199037e-131	"ENSMUSG00000040681"	"Hmgn1"	"Hmgn1"	"ENSMUSG00000040681"	27516	FALSE
"ENSMUSG00000092074"	"OK"	"negbinomial.size"	1.27475114151487e-49	3.12665339040851e-48	"ENSMUSG00000092074"	"Dynlt1a"	"Dynlt1a"	"ENSMUSG00000092074"	3001	FALSE
"ENSMUSG00000095677"	"OK"	"negbinomial.size"	1.91299188442413e-96	9.83328336630553e-95	"ENSMUSG00000095677"	"Dynlt1f"	"Dynlt1f"	"ENSMUSG00000095677"	8620	FALSE
"ENSMUSG00000047786"	"OK"	"negbinomial.size"	3.89916204908034e-138	3.23028983587374e-136	"ENSMUSG00000047786"	"Lix1"	"Lix1"	"ENSMUSG00000047786"	1929	TRUE
"ENSMUSG00000034681"	"OK"	"negbinomial.size"	1.20271483591253e-44	2.5695862235031e-43	"ENSMUSG00000034681"	"Rnps1"	"Rnps1"	"ENSMUSG00000034681"	23323	FALSE
"ENSMUSG00000090101"	"OK"	"negbinomial.size"	2.20559746805907e-156	2.06940846777229e-154	"ENSMUSG00000090101"	"Snhg9"	"Snhg9"	"ENSMUSG00000090101"	14347	TRUE
"ENSMUSG00000049124"	"OK"	"negbinomial.size"	1.58716716906107e-146	1.38877127292844e-144	"ENSMUSG00000049124"	"Gm8186"	"Gm8186"	"ENSMUSG00000049124"	8187	FALSE
"ENSMUSG00000046711"	"OK"	"negbinomial.size"	7.1298049867263e-208	1.0378197445632e-205	"ENSMUSG00000046711"	"Hmga1"	"Hmga1"	"ENSMUSG00000046711"	4230	TRUE
"ENSMUSG00000071172"	"OK"	"negbinomial.size"	3.370936001301e-44	7.08533444268058e-43	"ENSMUSG00000071172"	"Srsf3"	"Srsf3"	"ENSMUSG00000071172"	26912	TRUE
"ENSMUSG00000059208"	"OK"	"negbinomial.size"	1.29309723653544e-66	4.35930507771417e-65	"ENSMUSG00000059208"	"Hnrnpm"	"Hnrnpm"	"ENSMUSG00000059208"	26050	FALSE
"ENSMUSG00000097971"	"OK"	"negbinomial.size"	1.79727106993532e-133	1.42093892965699e-131	"ENSMUSG00000097971"	"Gm26917"	"Gm26917"	"ENSMUSG00000097971"	23175	TRUE
"ENSMUSG00000098178"	"OK"	"negbinomial.size"	4.95434451018321e-143	4.28688420811686e-141	"ENSMUSG00000098178"	"Gm42418"	"Gm42418"	"ENSMUSG00000098178"	24106	TRUE
"ENSMUSG00000105361"	"OK"	"negbinomial.size"	2.19685301528051e-143	1.9115075817315e-141	"ENSMUSG00000105361"	"AY036118"	"AY036118"	"ENSMUSG00000105361"	15700	TRUE
"ENSMUSG00000023940"	"OK"	"negbinomial.size"	2.24076442129059e-59	6.48697134973994e-58	"ENSMUSG00000023940"	"Sgol1"	"Sgol1"	"ENSMUSG00000023940"	6500	TRUE
"ENSMUSG00000001228"	"OK"	"negbinomial.size"	5.20244953454565e-47	1.18116838922082e-45	"ENSMUSG00000001228"	"Uhrf1"	"Uhrf1"	"ENSMUSG00000001228"	9469	TRUE
"ENSMUSG00000007670"	"OK"	"negbinomial.size"	1.00059691691087e-36	1.79749676826837e-35	"ENSMUSG00000007670"	"Khsrp"	"Khsrp"	"ENSMUSG00000007670"	5698	TRUE
"ENSMUSG00000024085"	"OK"	"negbinomial.size"	7.43273024043987e-45	1.60339021461012e-43	"ENSMUSG00000024085"	"Man2a1"	"Man2a1"	"ENSMUSG00000024085"	5677	TRUE
"ENSMUSG00000041057"	"OK"	"negbinomial.size"	9.9073331406028e-55	2.68827027290747e-53	"ENSMUSG00000041057"	"Wdr43"	"Wdr43"	"ENSMUSG00000041057"	18099	TRUE
"ENSMUSG00000038805"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000038805"	"Six3"	"Six3"	"ENSMUSG00000038805"	1137	TRUE
"ENSMUSG00000024261"	"OK"	"negbinomial.size"	5.68313227094737e-46	1.2537504974505e-44	"ENSMUSG00000024261"	"Syt4"	"Syt4"	"ENSMUSG00000024261"	645	TRUE
"ENSMUSG00000037815"	"OK"	"negbinomial.size"	1.60559678012813e-38	3.05711122866694e-37	"ENSMUSG00000037815"	"Ctnna1"	"Ctnna1"	"ENSMUSG00000037815"	16225	FALSE
"ENSMUSG00000060803"	"OK"	"negbinomial.size"	2.21375707766532e-127	1.66566504756702e-125	"ENSMUSG00000060803"	"Gstp1"	"Gstp1"	"ENSMUSG00000060803"	6010	FALSE
"ENSMUSG00000024844"	"OK"	"negbinomial.size"	4.14205336389655e-158	3.9822519223882e-156	"ENSMUSG00000024844"	"Banf1"	"Banf1"	"ENSMUSG00000024844"	26865	FALSE
"ENSMUSG00000095098"	"OK"	"negbinomial.size"	5.75459707814648e-202	7.66049995659242e-200	"ENSMUSG00000095098"	"Ccdc85b"	"Ccdc85b"	"ENSMUSG00000095098"	6107	TRUE
"ENSMUSG00000092341"	"OK"	"negbinomial.size"	2.58940149500459e-244	4.43186025106554e-242	"ENSMUSG00000092341"	"Malat1"	"Malat1"	"ENSMUSG00000092341"	27567	TRUE
"ENSMUSG00000038274"	"OK"	"negbinomial.size"	5.70726204901561e-63	1.77426360106623e-61	"ENSMUSG00000038274"	"Fau"	"Fau"	"ENSMUSG00000038274"	27571	FALSE
"ENSMUSG00000056612"	"OK"	"negbinomial.size"	1.61212941521599e-52	4.20584851624608e-51	"ENSMUSG00000056612"	"Ppp1r14b"	"Ppp1r14b"	"ENSMUSG00000056612"	27405	TRUE
"ENSMUSG00000071653"	"OK"	"negbinomial.size"	6.02488051238454e-106	3.41227323565052e-104	"ENSMUSG00000071653"	"1810009A15Rik"	"1810009A15Rik"	"ENSMUSG00000071653"	3816	FALSE
"ENSMUSG00000024642"	"OK"	"negbinomial.size"	5.94276290828595e-44	1.24406629430852e-42	"ENSMUSG00000024642"	"Tle4"	"Tle4"	"ENSMUSG00000024642"	13535	TRUE
"ENSMUSG00000058927"	"OK"	"negbinomial.size"	3.40665984764501e-136	2.76347537120161e-134	"ENSMUSG00000058927"	"Gm10053"	"Gm10053"	"ENSMUSG00000058927"	7430	FALSE
"ENSMUSG00000025171"	"OK"	"negbinomial.size"	5.66575277864364e-37	1.02728870229773e-35	"ENSMUSG00000025171"	"Ubtd1"	"Ubtd1"	"ENSMUSG00000025171"	8269	TRUE
"ENSMUSG00000025047"	"OK"	"negbinomial.size"	9.14154382618204e-57	2.57002788976147e-55	"ENSMUSG00000025047"	"Pdcd11"	"Pdcd11"	"ENSMUSG00000025047"	14711	FALSE
"ENSMUSG00000024975"	"OK"	"negbinomial.size"	1.0858915536668e-44	2.32637702178272e-43	"ENSMUSG00000024975"	"Pdcd4"	"Pdcd4"	"ENSMUSG00000024975"	14808	TRUE
"ENSMUSG00000064351"	"OK"	"negbinomial.size"	3.84628244071645e-258	7.39578382890848e-256	"ENSMUSG00000064351"	"mt-Co1"	"mt-Co1"	"ENSMUSG00000064351"	27543	TRUE
"ENSMUSG00000064356"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000064356"	"mt-Atp8"	"mt-Atp8"	"ENSMUSG00000064356"	25937	TRUE
"ENSMUSG00000064360"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000064360"	"mt-Nd3"	"mt-Nd3"	"ENSMUSG00000064360"	27311	TRUE
"ENSMUSG00000065947"	"OK"	"negbinomial.size"	7.58118745979709e-86	3.37362841960971e-84	"ENSMUSG00000065947"	"mt-Nd4l"	"mt-Nd4l"	"ENSMUSG00000065947"	24575	TRUE
"ENSMUSG00000064367"	"OK"	"negbinomial.size"	1.33771217922318e-46	3.01517614926209e-45	"ENSMUSG00000064367"	"mt-Nd5"	"mt-Nd5"	"ENSMUSG00000064367"	26610	TRUE
