"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0016072"	"GO:0016072"	"rRNA metabolic process"	"22/857"	"221/23843"	1.70147814750422e-05	0.000670470397607053	0.000538080884215265	"Ncl/Rpl35/Rps21/Rps6/Cdkn2a/Rps8/Lyar/Wbp11/Rps16/Rps17/Ddx21/Smarcb1/Rrp1/Rps24/Nhp2/Rpl26/Rpl27/Nsa2/Rpl35a/Wdr43/Rps14/Pdcd11"	22
"GO:0070585"	"GO:0070585"	"protein localization to mitochondrion"	"18/857"	"159/23843"	1.75227515595683e-05	0.000684585447681938	0.000549408809582506	"Psmb7/Mtch2/Dnaja1/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Timm44/Ndufa13/Mapt/Hsp90aa1/Srebf2/Hes1/Ppp2r2b"	18
"GO:1903902"	"GO:1903902"	"positive regulation of viral life cycle"	"10/857"	"54/23843"	1.94571891218068e-05	0.000753718741320162	0.000604891205080257	"Ddx3x/Chmp3/Chmp2a/Hspa8/Ppib/Top2a/P4hb/Pabpc1/Lgals1/Vapa"	10
"GO:0030433"	"GO:0030433"	"ubiquitin-dependent ERAD pathway"	"11/857"	"66/23843"	2.13987013566327e-05	0.000821961881522421	0.000659659214753339	"Hspa5/Bcap31/Vcp/Fbxo2/Psmc2/Hsp90b1/Os9/Psmc6/Psmc5/Psmc1/Usp14"	11
"GO:0072525"	"GO:0072525"	"pyridine-containing compound biosynthetic process"	"13/857"	"91/23843"	2.19551067843811e-05	0.000836306609261719	0.000671171466171652	"Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1"	13
"GO:0048524"	"GO:0048524"	"positive regulation of viral process"	"12/857"	"79/23843"	2.41007281707029e-05	0.000910449822051925	0.000730674533926921	"Ddx3x/Chmp3/Chmp2a/Apoe/Smarcb1/Hspa8/Ppib/Top2a/P4hb/Pabpc1/Lgals1/Vapa"	12
"GO:1901292"	"GO:1901292"	"nucleoside phosphate catabolic process"	"16/857"	"134/23843"	2.61805988787868e-05	0.00098074834468352	0.000787092075031852	"Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Aldoc/Cnp/Gpd1/Pgam1"	16
"GO:0006898"	"GO:0006898"	"receptor-mediated endocytosis"	"20/857"	"195/23843"	2.63907342804797e-05	0.00098074834468352	0.000787092075031852	"Ramp1/B2m/Gria2/Sdcbp/Clta/Lrpap1/Cav1/Cd9/Apoe/Ap2a2/Cd81/Ahi1/Atp5b/Cd63/Ldlr/Anxa2/Trf/Ap2b1/Cltb/Hnrnpk"	20
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"32/857"	"403/23843"	2.69735430123244e-05	0.000994323105720441	0.00079798639556834	"Pdcl3/Pax6/Maged1/Sox2/Pdcd10/Nras/F3/Cdkn2a/Atpif1/Cdc42/Cav1/Ptn/Ccnd2/Apoe/Bax/Mki67/Fabp7/Hmox1/Loxl2/Rgcc/Gpx1/Nme1/Igfbp4/Grn/Sox9/Ctsl/Mef2c/Id2/Sox11/Hes1/Hmgn1/Atp5a1"	32
"GO:0043648"	"GO:0043648"	"dicarboxylic acid metabolic process"	"13/857"	"93/23843"	2.78247113606693e-05	0.00101749404503695	0.00081658205551101	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Atcay/Idh3a/Nmnat3/Mdh1/Acly/Sdha/Dld"	13
"GO:0008344"	"GO:0008344"	"adult locomotory behavior"	"14/857"	"107/23843"	2.9604271312056e-05	0.00107397717593181	0.000861912159753679	"Prex2/Atp1a2/Kcnj10/Uchl1/Chl1/Ccnd2/Cend1/Hexa/Zic1/Cnp/Mapt/Id2/Ntan1/App"	14
"GO:0046916"	"GO:0046916"	"cellular transition metal ion homeostasis"	"13/857"	"94/23843"	3.12427134828295e-05	0.00112449167976389	0.000902452188045262	"Prnp/Atp6ap1/Atp6v1g1/Ftl1/Hmox1/Mt1/Atp6v0d1/Aplp2/Trf/Atox1/App/Ndfip1/Fth1"	13
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"32/857"	"407/23843"	3.27037815173469e-05	0.00116788269777963	0.000937275317335146	"Serpine2/Mtch2/Cst3/Csnk2a1/Pcsk1n/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Nrd1/Pebp1/Cav1/Cycs/Arl6ip5/Gapdh/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Ctsh/Gpx1/Ppp2ca/Prelid1/Psma3/App/Mbp"	32
"GO:0051188"	"GO:0051188"	"cofactor biosynthetic process"	"21/857"	"216/23843"	3.73029893408255e-05	0.0013214270938434	0.00106050119680002	"Mtch2/Pgk1/Alad/Atpif1/Nadk/Hk2/Tpi1/Gapdh/Ndufa9/Gpi1/Mif/Acat1/Pkm/Nmnat3/Aldoc/Acly/Slc25a39/Dld/Gpd1/Mpc1/Pgam1"	21
"GO:0006096"	"GO:0006096"	"glycolytic process"	"11/857"	"70/23843"	3.7832465671793e-05	0.0013214270938434	0.00106050119680002	"Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1"	11
"GO:0045931"	"GO:0045931"	"positive regulation of mitotic cell cycle"	"17/857"	"153/23843"	3.78706955356565e-05	0.0013214270938434	0.00106050119680002	"Nusap1/Dynlt3/Ddx3x/Larp7/Eif4e/Anp32b/Rcc2/Pebp1/Asns/Ccnd2/Eif4ebp1/Rgcc/Rdx/Tmod3/Hes1/App/Rpl17"	17
"GO:0006757"	"GO:0006757"	"ATP generation from ADP"	"11/857"	"71/23843"	4.33315126503519e-05	0.00150051776003605	0.00120422903976457	"Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1"	11
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	"12/857"	"84/23843"	4.5129546143911e-05	0.00154167675642349	0.00123726087718589	"Rpl12/Rpl35/Rpl10/Rpl6/Nhp2/Rpl26/Rpl23a/Rpl38/Nsa2/Rpl35a/Rpl24/Gm10036"	12
"GO:0015991"	"GO:0015991"	"ATP hydrolysis coupled proton transport"	"7/857"	"28/23843"	4.62123232502376e-05	0.00154167675642349	0.00123726087718589	"Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e"	7
"GO:0090662"	"GO:0090662"	"ATP hydrolysis coupled transmembrane transport"	"7/857"	"28/23843"	4.62123232502376e-05	0.00154167675642349	0.00123726087718589	"Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e"	7
"GO:0099131"	"GO:0099131"	"ATP hydrolysis coupled ion transmembrane transport"	"7/857"	"28/23843"	4.62123232502376e-05	0.00154167675642349	0.00123726087718589	"Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e"	7
"GO:0099132"	"GO:0099132"	"ATP hydrolysis coupled cation transmembrane transport"	"7/857"	"28/23843"	4.62123232502376e-05	0.00154167675642349	0.00123726087718589	"Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e"	7
"GO:0072330"	"GO:0072330"	"monocarboxylic acid biosynthetic process"	"22/857"	"236/23843"	4.66947123940582e-05	0.00154167675642349	0.00123726087718589	"Acadl/Ptgds/Mtch2/Pgk1/Asns/Hk2/Mgll/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Tecr/Pkm/Acadvl/Aldoc/Acly/Fasn/Gpd1/Qk/Pgam1"	22
"GO:0034655"	"GO:0034655"	"nucleobase-containing compound catabolic process"	"31/857"	"396/23843"	4.68810039691238e-05	0.00154167675642349	0.00123726087718589	"Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1"	31
"GO:0051651"	"GO:0051651"	"maintenance of location in cell"	"13/857"	"98/23843"	4.8852052870178e-05	0.00159501952621131	0.00128007070866594	"Hspa5/Tmsb4x/Txn1/Cav1/Tmsb10/Hk2/Apoe/Ftl1/Tnrc6a/Ank3/Os9/Mprip/Fth1"	13
"GO:0044270"	"GO:0044270"	"cellular nitrogen compound catabolic process"	"33/857"	"435/23843"	5.01704460872554e-05	0.00162050634898262	0.00130052496314395	"Acadl/Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1"	33
"GO:0043281"	"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"20/857"	"204/23843"	5.03416979994601e-05	0.00162050634898262	0.00130052496314395	"Mtch2/Csnk2a1/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Cycs/Arl6ip5/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca"	20
"GO:0046434"	"GO:0046434"	"organophosphate catabolic process"	"19/857"	"188/23843"	5.09615614885637e-05	0.00162898809485472	0.00130733192335403	"Idh1/Prdx6/Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Ldlr/Pkm/Aldoc/Cnp/Gpd1/Pgam1"	19
"GO:0032970"	"GO:0032970"	"regulation of actin filament-based process"	"30/857"	"380/23843"	5.29471173304796e-05	0.00167971169684558	0.00134803976177201	"Pam/Atp1a2/Phpt1/Sptan1/Dstn/Flna/Gpm6b/Tmsb4x/Pfn2/S100a10/Wasf2/Cdc42/Sri/Epha5/Arpc3/Cav1/Capza2/Tmsb10/Arpc4/Cnn2/Rgcc/Rdx/Tpm1/Tmod3/Tmod2/Ctsl/Mef2c/Rasa1/Pik3r1/Rhoj"	30
"GO:0051156"	"GO:0051156"	"glucose 6-phosphate metabolic process"	"6/857"	"20/23843"	5.32833506984488e-05	0.00167971169684558	0.00134803976177201	"Rpe/Tpi1/Gpi1/Taldo1/Tkt/Pgam1"	6
"GO:0033157"	"GO:0033157"	"regulation of intracellular protein transport"	"24/857"	"273/23843"	5.5353722370295e-05	0.00173302647229191	0.00139082712660763	"Psmb7/Prnp/Bcap31/Pdcd10/Txn1/Cdkn2a/Atpif1/Cdc42/Chchd4/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Os9/Nutf2/Uaca/Zic1/Ppp2ca/Ddx5/Hsp90aa1/Srebf2/Hes1/Camk4"	24
"GO:0051100"	"GO:0051100"	"negative regulation of binding"	"17/857"	"158/23843"	5.70628703979832e-05	0.001774383541423	0.00142401792579285	"Ckmt1/B2m/Larp7/Cdkn2a/Id3/Sri/Lrpap1/Actb/Cav1/Camk1/Bax/Hmox1/Hnrnpk/Id2/Sox11/Tmbim6/Hes1"	17
"GO:0045837"	"GO:0045837"	"negative regulation of membrane potential"	"5/857"	"13/23843"	5.99857540129411e-05	0.00185173526305198	0.00148609595775107	"Mtch2/Ptn/Arl6ip5/Mapt/Prelid1"	5
"GO:0042177"	"GO:0042177"	"negative regulation of protein catabolic process"	"14/857"	"114/23843"	6.03606550415105e-05	0.00185173526305198	0.00148609595775107	"Pdcl3/Serpine2/Cst3/Flna/Sdcbp/Alad/Cdkn2a/Atraid/Sirt2/Os9/Gabarapl2/Anxa2/Rpl23/Usp14"	14
"GO:0051402"	"GO:0051402"	"neuron apoptotic process"	"24/857"	"275/23843"	6.21244086856391e-05	0.00188535290046744	0.00151307553526903	"Set/Kcnip3/Prnp/Cited1/Cdc42/Fzd9/Chl1/Gapdh/Ube2m/Apoe/Gpi1/Bax/E030030I06Rik/Hmox1/Prdx2/Mt1/Gpx1/Ntrk2/Mef2c/Alkbh1/Lgmn/Ube2v2/App/Ppp2r2b"	24
"GO:0015672"	"GO:0015672"	"monovalent inorganic cation transport"	"34/857"	"459/23843"	6.22814018749908e-05	0.00188535290046744	0.00151307553526903	"Cox5b/Serpine2/Atp1b1/Atp1a2/Kcnj10/Atp5c1/Commd3/Kcnip3/Prnp/Flna/Atp6ap1/Maged2/Atp5f1/Kcna2/Atp6v0b/Atp5k/Cav1/Atp6v1f/Atp6v0e2/Scn1b/Ank3/Mif/Atp5b/Cd63/Slc25a4/Atp6v0d1/Atp5l/Fxyd6/Atp5h/Nnt/Cntn1/Atp5o/Atp6v0e/Atp5a1"	34
"GO:0006458"	"GO:0006458"	"'de novo' protein folding"	"9/857"	"50/23843"	6.398407471303e-05	0.00190387968502771	0.00152794406436955	"Hspe1/Hspa5/Cct3/Cct7/Chchd4/Hspa8/Cct5/St13/Cct8"	9
"GO:0014015"	"GO:0014015"	"positive regulation of gliogenesis"	"11/857"	"74/23843"	6.41429602918984e-05	0.00190387968502771	0.00152794406436955	"Serpine2/Rheb/Ptprz1/Zfp365/Trf/Id2/Etv5/Hes1/App/Olig2/Qk"	11
"GO:0042866"	"GO:0042866"	"pyruvate biosynthetic process"	"11/857"	"74/23843"	6.41429602918984e-05	0.00190387968502771	0.00152794406436955	"Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1"	11
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"28/857"	"349/23843"	7.0407024367505e-05	0.00207632586054107	0.00166633942221226	"Serpine2/Mtch2/Cst3/Csnk2a1/Pcsk1n/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Nrd1/Cycs/Arl6ip5/Gapdh/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca/Prelid1/Psma3/Mbp"	28
"GO:1903050"	"GO:1903050"	"regulation of proteolysis involved in cellular protein catabolic process"	"19/857"	"193/23843"	7.27723694434384e-05	0.00213232372260229	0.0017112800776679	"Pdcl3/Psmd14/Bcap31/Sdcbp/Vcp/Alad/Cdkn2a/Atpif1/Sirt2/Ctsc/Os9/Gabarapl2/Gpx1/Rpl23/Plk2/Trib2/Ube2v2/Dlgap1/Usp14"	19
"GO:0000082"	"GO:0000082"	"G1/S transition of mitotic cell cycle"	"18/857"	"177/23843"	7.34328337331476e-05	0.00213797122926253	0.00171581244089855	"Dgkz/Ddx3x/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Ccnd2/Tcf3/Eif4ebp1/Rgcc/Rdx/Rps27l/Cdc25a/Rpl26/Plk2/Id2/Rpl17"	18
"GO:0045185"	"GO:0045185"	"maintenance of protein location"	"13/857"	"102/23843"	7.45298940568048e-05	0.00215617813755478	0.00173042425574926	"Hspa5/Flna/Tmsb4x/Creb3/Txn1/Sri/Cav1/Tmsb10/Hk2/Tnrc6a/Ank3/Os9/Mprip"	13
"GO:0055076"	"GO:0055076"	"transition metal ion homeostasis"	"15/857"	"131/23843"	7.55055624756511e-05	0.00216615744120685	0.00173843306948977	"B2m/Prnp/Atp6ap1/Atp6v1g1/Ftl1/Hmox1/Mt1/Atp6v0d1/Slc22a17/Aplp2/Trf/Atox1/App/Ndfip1/Fth1"	15
"GO:1901361"	"GO:1901361"	"organic cyclic compound catabolic process"	"35/857"	"483/23843"	7.58226188127534e-05	0.00216615744120685	0.00173843306948977	"Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Spp1/Hk2/Tpi1/Gapdh/Cnot3/Apoe/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Acaa1a/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1"	35
"GO:0016052"	"GO:0016052"	"carbohydrate catabolic process"	"14/857"	"117/23843"	8.04006067286659e-05	0.00227860024354342	0.0018286731795988	"Rpe/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Gm2a/Aldoc/Gpd1/Pgam1"	14
"GO:0071824"	"GO:0071824"	"protein-DNA complex subunit organization"	"20/857"	"211/23843"	8.07554669555971e-05	0.00227860024354342	0.0018286731795988	"Ptma/Hjurp/H3f3a/Set/Swi5/Anp32b/Itgb3bp/Psmc2/Nap1l5/Smarcb1/Nap1l1/Psmc6/Hist3h2ba/Rpl23/Psmc5/Sox9/H3f3b/Hist1h1b/Psmc1/Tcf4"	20
"GO:0006605"	"GO:0006605"	"protein targeting"	"26/857"	"317/23843"	8.80966060170937e-05	0.00247048825830758	0.00198267143667789	"Psmb7/Prnp/Arxes1/Sec62/Ssr2/Cdkn2a/Atpif1/Scarb2/Chchd4/Wbp11/Psmd8/Spcs2/Arl6ip1/Uqcrc2/Ank3/Os9/Timm44/Ndufa13/Spcs1/Hspa8/Myo6/Ywhaq/Hsp90aa1/Srebf2/Hes1/Ppp2r2b"	26
"GO:0098754"	"GO:0098754"	"detoxification"	"8/857"	"41/23843"	8.98069206250592e-05	0.00250309411083625	0.00200883901398159	"Prdx6/Gstm5/Adh5/Prdx1/Prdx2/Mt1/Esd/Acaa1a"	8
"GO:0043248"	"GO:0043248"	"proteasome assembly"	"5/857"	"14/23843"	9.05510971804271e-05	0.00250853978916201	0.00201320940142768	"Adrm1/Psmd4/Pomp/Psmd8/Psmd13"	5
"GO:1902903"	"GO:1902903"	"regulation of supramolecular fiber organization"	"27/857"	"336/23843"	9.17084058083093e-05	0.00251751678430836	0.00202041382015099	"Sptan1/Dstn/Flna/Tmsb4x/Mid1/Pfn2/S100a10/Wasf2/Arpc3/Cav1/Capza2/Tmsb10/Arpc4/Apoe/Rgcc/Ldlr/Hspa8/Cryab/Rdx/Tpm1/Tmod3/Tmod2/Mapt/Mef2c/Rasa1/Pik3r1/App"	27
"GO:0007626"	"GO:0007626"	"locomotory behavior"	"22/857"	"247/23843"	9.19766578384372e-05	0.00251751678430836	0.00202041382015099	"Prex2/Tnr/Atp1a2/Kcnj10/Elavl4/Uchl1/Chl1/Ccnd2/Apoe/Nav2/Apba2/Cend1/Aplp2/Hexa/Myo6/Zic1/Cnp/Mapt/Id2/Ntan1/Etv5/App"	22
"GO:0042274"	"GO:0042274"	"ribosomal small subunit biogenesis"	"11/857"	"77/23843"	9.29894471469054e-05	0.00252677812186372	0.00202784643569761	"Rps21/Rps6/Rps8/Rps16/Rps17/Rps24/Rps27l/Rpl38/Rps2/Rps14/Pdcd11"	11
"GO:0015988"	"GO:0015988"	"energy coupled proton transmembrane transport, against electrochemical gradient"	"7/857"	"31/23843"	9.34205868726689e-05	0.00252677812186372	0.00202784643569761	"Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e"	7
"GO:0050808"	"GO:0050808"	"synapse organization"	"27/857"	"337/23843"	9.63747478974595e-05	0.00259134689787816	0.00207966561252413	"Tnr/Prnp/Cdc42/Epha5/Fzd9/Actb/Ptn/Camk1/Apoe/Lrrtm3/Zfp365/Ank3/Gpm6a/Sept7/Cadm1/Myo6/Tpbg/C1ql1/Mapt/Hnrnpk/Ntrk2/Mef2c/Ube2v2/Etv5/App/Malat1/Abhd17b"	27
"GO:0044419"	"GO:0044419"	"interspecies interaction between organisms"	"31/857"	"412/23843"	9.74708509367454e-05	0.00260114924261168	0.00208753240923942	"Ssb/Ddx3x/Rab9/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Gapdh/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Anxa2/Gpx1/Top2a/Ddx5/P4hb/Rpl30/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1"	31
"GO:0014013"	"GO:0014013"	"regulation of gliogenesis"	"15/857"	"134/23843"	9.78774162610389e-05	0.00260114924261168	0.00208753240923942	"Serpine2/Rheb/Ptprz1/Ptn/Sirt2/Zfp365/Ldlr/Trf/Id2/Sox11/Etv5/Hes1/App/Olig2/Qk"	15
"GO:0036503"	"GO:0036503"	"ERAD pathway"	"12/857"	"91/23843"	0.000100180557666959	0.00264696722020618	0.00212430327635748	"Hspa5/Bcap31/Vcp/Fbxo2/Psmc2/Hsp90b1/Os9/Psmc6/Sdf2/Psmc5/Psmc1/Usp14"	12
"GO:2000177"	"GO:2000177"	"regulation of neural precursor cell proliferation"	"13/857"	"105/23843"	0.00010079475020452	0.00264788967347622	0.00212504358416669	"Rsu1/Pax6/Flna/Sox2/Gng5/Fzd9/Ptprz1/Sirt2/Cend1/Trf/Id2/Six3/Ctnna1"	13
"GO:0031346"	"GO:0031346"	"positive regulation of cell projection organization"	"32/857"	"434/23843"	0.000110399365745008	0.00287708872357469	0.00230898552698541	"Serpine2/Hspa5/Elavl4/Wasf2/Cdc42/Scarb2/Ptprz1/Ptn/Camk1/Apoe/Scn1b/Eif4g2/Ahi1/Mif/Ptbp1/Gpm6a/Sept7/Fez1/Mns1/Nme1/Grn/Mapt/Tubb2b/Hnrnpk/Ntrk2/Hsp90aa1/Cntn1/Ube2v2/Qk/Metrn/Syt4/Dpysl3"	32
"GO:2001233"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"30/857"	"396/23843"	0.000111250578801842	0.00287708872357469	0.00230898552698541	"Mtch2/Ndufs3/Pdia3/Serinc3/Ddx3x/Slc25a5/Bcap31/Maged1/Dnaja1/Creb3/Atpif1/Cav1/Ybx3/Bax/Ctsc/Mif/Ndufa13/Hmox1/Prdx2/Ctsh/Gpx1/Rpl26/Sept4/P4hb/Prelid1/Hnrnpk/Siva1/Grina/Tmbim6/Ctnna1"	30
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	"27/857"	"340/23843"	0.000111676748272483	0.00287708872357469	0.00230898552698541	"Pdcl3/Pax6/Maged1/Sox2/Pdcd10/Nras/F3/Cdkn2a/Atpif1/Cdc42/Cav1/Ptn/Ccnd2/Apoe/Bax/Hmox1/Rgcc/Gpx1/Nme1/Grn/Sox9/Ctsl/Mef2c/Sox11/Hes1/Hmgn1/Atp5a1"	27
"GO:0010952"	"GO:0010952"	"positive regulation of peptidase activity"	"16/857"	"151/23843"	0.000112037145656595	0.00287708872357469	0.00230898552698541	"Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Cycs/Arl6ip5/Bax/Ndufa13/Uaca/Rps27l/Ctsh/Ppp2ca/Prelid1/Mbp"	16
"GO:2000116"	"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	"21/857"	"234/23843"	0.000118390744828166	0.0030071885224776	0.00241339612449987	"Mtch2/Cst3/Csnk2a1/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Cycs/Arl6ip5/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca"	21
"GO:0019439"	"GO:0019439"	"aromatic compound catabolic process"	"33/857"	"455/23843"	0.000118419149867856	0.0030071885224776	0.00241339612449987	"Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Acaa1a/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1"	33
"GO:0006098"	"GO:0006098"	"pentose-phosphate shunt"	"5/857"	"15/23843"	0.000131812578818056	0.00328809148890999	0.00263883264950692	"Rpe/Tpi1/Taldo1/Tkt/Pgam1"	5
"GO:0040034"	"GO:0040034"	"regulation of development, heterochronic"	"5/857"	"15/23843"	0.000131812578818056	0.00328809148890999	0.00263883264950692	"Serpine2/Pax6/Hmgn2/Hes1/Hmgn1"	5
"GO:1904874"	"GO:1904874"	"positive regulation of telomerase RNA localization to Cajal body"	"5/857"	"15/23843"	0.000131812578818056	0.00328809148890999	0.00263883264950692	"Cct3/Cct7/Nhp2/Cct5/Cct8"	5
"GO:1905897"	"GO:1905897"	"regulation of response to endoplasmic reticulum stress"	"10/857"	"67/23843"	0.000132358090999658	0.00328809148890999	0.00263883264950692	"Serinc3/Bcap31/Creb3/Tmem33/Bax/Os9/Pik3r1/Grina/Tmbim6/Usp14"	10
"GO:0016485"	"GO:0016485"	"protein processing"	"22/857"	"255/23843"	0.000146139373478332	0.00361082743875382	0.0028978419150611	"Serpine2/Scg5/Pcsk1n/Atp6ap2/Pgk1/Arxes1/F3/Prkacb/Mmp16/Tmem59/Psenen/Spcs2/Uqcrc2/Plat/Cpe/Tmem208/Spcs1/Ctsh/Uqcrc1/Ctsl/Lgmn/Sec11c"	22
"GO:0046700"	"GO:0046700"	"heterocycle catabolic process"	"32/857"	"441/23843"	0.000147997608676743	0.00363059706544387	0.00291370787759718	"Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1"	32
"GO:0044242"	"GO:0044242"	"cellular lipid catabolic process"	"18/857"	"187/23843"	0.000148528035711661	0.00363059706544387	0.00291370787759718	"Idh1/Acadl/Dbi/Prdx6/Hadhb/Mgll/Apoe/Sirt2/Etfb/Ldlr/Acat1/Hexa/Pccb/Acad11/Acaa1a/Gm2a/Acadvl/Acat2"	18
"GO:0008380"	"GO:0008380"	"RNA splicing"	"28/857"	"365/23843"	0.000150953911601617	0.00364135069750652	0.00292233812267504	"Sf3b1/Prdx6/Aqr/Raly/Prpf38a/Bud31/Hnrnpa2b1/Wbp11/Gemin7/Snrpn/Rps13/Ptbp1/Lsm7/Rtcb/Hspa8/Ddx5/Prpf4b/Hnrnpk/Pik3r1/Pabpc1/Khdrbs3/Tmbim6/Qk/Rnps1/Srsf3/Hnrnpm/Khsrp/Malat1"	28
"GO:0045732"	"GO:0045732"	"positive regulation of protein catabolic process"	"19/857"	"204/23843"	0.000151862643852902	0.00364135069750652	0.00292233812267504	"Csnk2a1/Bcap31/Vcp/Nrd1/Atpif1/Apoe/Sirt2/Ctsc/Cd81/Oaz1/Ndufa13/Ldlr/Rdx/Sox9/Plk2/Trib2/Hsp90aa1/Ube2v2/Ndfip1"	19
"GO:0071103"	"GO:0071103"	"DNA conformation change"	"19/857"	"204/23843"	0.000151862643852902	0.00364135069750652	0.00292233812267504	"Hjurp/H3f3a/Set/Nusap1/Ncaph/Anp32b/Cdkn2a/Itgb3bp/Gatad1/Mcm7/Hnrnpa2b1/Nap1l5/Ncapd2/Nap1l1/Hist3h2ba/Top2a/Sox9/H3f3b/Hist1h1b"	19
