"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000035227"	"OK"	"negbinomial.size"	1.58222245315384e-63	4.96836990078045e-62	"ENSMUSG00000035227"	"Spcs2"	"Spcs2"	"ENSMUSG00000035227"	25797	FALSE
"ENSMUSG00000030704"	"OK"	"negbinomial.size"	2.34154304820704e-62	7.16493771627205e-61	"ENSMUSG00000030704"	"Rab6a"	"Rab6a"	"ENSMUSG00000030704"	26836	TRUE
"ENSMUSG00000094685"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000094685"	"Gm5900"	"Gm5900"	"ENSMUSG00000094685"	2489	TRUE
"ENSMUSG00000089847"	"OK"	"negbinomial.size"	8.95817716644084e-117	5.71818071177525e-115	"ENSMUSG00000089847"	"Timm10b"	"Timm10b"	"ENSMUSG00000089847"	25976	FALSE
"ENSMUSG00000031029"	"OK"	"negbinomial.size"	8.55634029575654e-38	1.59217443376832e-36	"ENSMUSG00000031029"	"Eif3f"	"Eif3f"	"ENSMUSG00000031029"	27371	FALSE
"ENSMUSG00000046364"	"OK"	"negbinomial.size"	4.40735165724706e-60	1.29517928418156e-58	"ENSMUSG00000046364"	"Rpl27a"	"Rpl27a"	"ENSMUSG00000046364"	27577	FALSE
"ENSMUSG00000031021"	"OK"	"negbinomial.size"	5.31904790046864e-37	9.65549779135187e-36	"ENSMUSG00000031021"	"Tmem9b"	"Tmem9b"	"ENSMUSG00000031021"	20591	FALSE
"ENSMUSG00000090862"	"OK"	"negbinomial.size"	2.35781789101269e-42	4.78164240267223e-41	"ENSMUSG00000090862"	"Rps13"	"Rps13"	"ENSMUSG00000090862"	27574	FALSE
"ENSMUSG00000030654"	"OK"	"negbinomial.size"	1.67643686748824e-244	2.90116713456993e-242	"ENSMUSG00000030654"	"Arl6ip1"	"Arl6ip1"	"ENSMUSG00000030654"	25760	TRUE
"ENSMUSG00000030884"	"OK"	"negbinomial.size"	1.99945339313091e-86	9.02651785449679e-85	"ENSMUSG00000030884"	"Uqcrc2"	"Uqcrc2"	"ENSMUSG00000030884"	25606	FALSE
"ENSMUSG00000096145"	"OK"	"negbinomial.size"	7.64515002757711e-40	1.48655694980666e-38	"ENSMUSG00000096145"	"Vkorc1"	"Vkorc1"	"ENSMUSG00000096145"	13075	FALSE
"ENSMUSG00000070366"	"OK"	"negbinomial.size"	7.50795012518712e-64	2.37675453658108e-62	"ENSMUSG00000070366"	"Plpp4"	"Plpp4"	"ENSMUSG00000070366"	6539	TRUE
"ENSMUSG00000041836"	"OK"	"negbinomial.size"	1.60360014026652e-85	7.09547505245767e-84	"ENSMUSG00000041836"	"Ptpre"	"Ptpre"	"ENSMUSG00000041836"	2107	TRUE
"ENSMUSG00000031068"	"OK"	"negbinomial.size"	2.72810833275701e-86	1.2245039562735e-84	"ENSMUSG00000031068"	"Glrx3"	"Glrx3"	"ENSMUSG00000031068"	26997	FALSE
"ENSMUSG00000025487"	"OK"	"negbinomial.size"	1.41148207241943e-70	5.12443666152274e-69	"ENSMUSG00000025487"	"Psmd13"	"Psmd13"	"ENSMUSG00000025487"	23665	FALSE
"ENSMUSG00000025503"	"OK"	"negbinomial.size"	1.0956485189502e-112	6.71839593805093e-111	"ENSMUSG00000025503"	"Taldo1"	"Taldo1"	"ENSMUSG00000025503"	25390	FALSE
"ENSMUSG00000060240"	"OK"	"negbinomial.size"	6.1515521299004e-95	3.10066098456954e-93	"ENSMUSG00000060240"	"Cend1"	"Cend1"	"ENSMUSG00000060240"	5044	TRUE
"ENSMUSG00000007891"	"OK"	"negbinomial.size"	4.90439043650329e-296	1.07585747955688e-293	"ENSMUSG00000007891"	"Ctsd"	"Ctsd"	"ENSMUSG00000007891"	23774	TRUE
"ENSMUSG00000037706"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000037706"	"Cd81"	"Cd81"	"ENSMUSG00000037706"	27384	TRUE
"ENSMUSG00000037664"	"OK"	"negbinomial.size"	2.33347748705534e-71	8.55150867314987e-70	"ENSMUSG00000037664"	"Cdkn1c"	"Cdkn1c"	"ENSMUSG00000037664"	3764	TRUE
"ENSMUSG00000040653"	"OK"	"negbinomial.size"	1.34008121185013e-48	3.18652898848333e-47	"ENSMUSG00000040653"	"Ppp1r14c"	"Ppp1r14c"	"ENSMUSG00000040653"	13743	TRUE
"ENSMUSG00000019868"	"OK"	"negbinomial.size"	3.79656861091632e-36	6.68153176440924e-35	"ENSMUSG00000019868"	"Vta1"	"Vta1"	"ENSMUSG00000019868"	20294	FALSE
"ENSMUSG00000019986"	"OK"	"negbinomial.size"	1.97881595834058e-83	8.56112737532072e-82	"ENSMUSG00000019986"	"Ahi1"	"Ahi1"	"ENSMUSG00000019986"	13153	TRUE
"ENSMUSG00000019841"	"OK"	"negbinomial.size"	2.19904156383191e-40	4.30277290913091e-39	"ENSMUSG00000019841"	"Rev3l"	"Rev3l"	"ENSMUSG00000019841"	15058	TRUE
"ENSMUSG00000019877"	"OK"	"negbinomial.size"	3.5443080465856e-70	1.2719492586537e-68	"ENSMUSG00000019877"	"Serinc1"	"Serinc1"	"ENSMUSG00000019877"	20896	FALSE
"ENSMUSG00000019874"	"OK"	"negbinomial.size"	1.23558920646846e-268	2.46721819112132e-266	"ENSMUSG00000019874"	"Fabp7"	"Fabp7"	"ENSMUSG00000019874"	27572	TRUE
"ENSMUSG00000004207"	"OK"	"negbinomial.size"	2.52824508269855e-138	2.10574423331711e-136	"ENSMUSG00000004207"	"Psap"	"Psap"	"ENSMUSG00000004207"	25663	TRUE
"ENSMUSG00000042846"	"OK"	"negbinomial.size"	1.92453971690746e-38	3.65545196229678e-37	"ENSMUSG00000042846"	"Lrrtm3"	"Lrrtm3"	"ENSMUSG00000042846"	6719	TRUE
"ENSMUSG00000069601"	"OK"	"negbinomial.size"	5.98291730076967e-59	1.72243876080384e-57	"ENSMUSG00000069601"	"Ank3"	"Ank3"	"ENSMUSG00000069601"	5622	TRUE
"ENSMUSG00000033307"	"OK"	"negbinomial.size"	9.40469361272067e-127	6.909344481987e-125	"ENSMUSG00000033307"	"Mif"	"Mif"	"ENSMUSG00000033307"	27455	TRUE
"ENSMUSG00000000902"	"OK"	"negbinomial.size"	1.80773182904528e-44	3.83588872443873e-43	"ENSMUSG00000000902"	"Smarcb1"	"Smarcb1"	"ENSMUSG00000000902"	22824	FALSE
"ENSMUSG00000033208"	"OK"	"negbinomial.size"	1.31934921613949e-79	5.50907883146718e-78	"ENSMUSG00000033208"	"S100b"	"S100b"	"ENSMUSG00000033208"	4517	TRUE
"ENSMUSG00000061032"	"OK"	"negbinomial.size"	1.3335664103518e-35	2.30781076013658e-34	"ENSMUSG00000061032"	"Rrp1"	"Rrp1"	"ENSMUSG00000061032"	25483	FALSE
"ENSMUSG00000023175"	"OK"	"negbinomial.size"	3.45470906722061e-162	3.49396712480266e-160	"ENSMUSG00000023175"	"Bsg"	"Bsg"	"ENSMUSG00000023175"	26801	TRUE
"ENSMUSG00000035242"	"OK"	"negbinomial.size"	5.49319217753454e-80	2.29990505820163e-78	"ENSMUSG00000035242"	"Oaz1"	"Oaz1"	"ENSMUSG00000035242"	27563	FALSE
"ENSMUSG00000034958"	"OK"	"negbinomial.size"	1.3984621306202e-44	2.98370516224789e-43	"ENSMUSG00000034958"	"Atcay"	"Atcay"	"ENSMUSG00000034958"	2599	TRUE
"ENSMUSG00000001783"	"OK"	"negbinomial.size"	2.3010820099665e-36	4.07728695167556e-35	"ENSMUSG00000001783"	"Rtcb"	"Rtcb"	"ENSMUSG00000001783"	20876	FALSE
"ENSMUSG00000020048"	"OK"	"negbinomial.size"	4.03836768870746e-88	1.85538574488551e-86	"ENSMUSG00000020048"	"Hsp90b1"	"Hsp90b1"	"ENSMUSG00000020048"	26329	TRUE
"ENSMUSG00000061904"	"OK"	"negbinomial.size"	2.23140012832341e-58	6.4003788211118e-57	"ENSMUSG00000061904"	"Slc25a3"	"Slc25a3"	"ENSMUSG00000061904"	27437	FALSE
"ENSMUSG00000020022"	"OK"	"negbinomial.size"	1.30690205468222e-93	6.44145553850495e-92	"ENSMUSG00000020022"	"Ndufa12"	"Ndufa12"	"ENSMUSG00000020022"	27402	FALSE
"ENSMUSG00000020029"	"OK"	"negbinomial.size"	1.88894004575002e-45	4.10897223639057e-44	"ENSMUSG00000020029"	"Nudt4"	"Nudt4"	"ENSMUSG00000020029"	22655	TRUE
"ENSMUSG00000019960"	"OK"	"negbinomial.size"	1.27440220154558e-55	3.51306447594201e-54	"ENSMUSG00000019960"	"Dusp6"	"Dusp6"	"ENSMUSG00000019960"	18494	TRUE
"ENSMUSG00000020225"	"OK"	"negbinomial.size"	1.19944409150047e-125	8.68899615121855e-124	"ENSMUSG00000020225"	"Tmbim4"	"Tmbim4"	"ENSMUSG00000020225"	21908	FALSE
"ENSMUSG00000040462"	"OK"	"negbinomial.size"	3.81496504134502e-42	7.69664255426796e-41	"ENSMUSG00000040462"	"Os9"	"Os9"	"ENSMUSG00000040462"	10585	FALSE
"ENSMUSG00000025410"	"OK"	"negbinomial.size"	1.60183037305951e-43	3.33536204016068e-42	"ENSMUSG00000025410"	"Dctn2"	"Dctn2"	"ENSMUSG00000025410"	22255	FALSE
"ENSMUSG00000025393"	"OK"	"negbinomial.size"	3.26224595943361e-254	5.97758597860922e-252	"ENSMUSG00000025393"	"Atp5b"	"Atp5b"	"ENSMUSG00000025393"	27553	FALSE
"ENSMUSG00000090841"	"OK"	"negbinomial.size"	5.75542382369103e-58	1.64177153945033e-56	"ENSMUSG00000090841"	"Myl6"	"Myl6"	"ENSMUSG00000090841"	27419	FALSE
"ENSMUSG00000025351"	"OK"	"negbinomial.size"	4.51213107485428e-55	1.228609116973e-53	"ENSMUSG00000025351"	"Cd63"	"Cd63"	"ENSMUSG00000025351"	27351	TRUE
"ENSMUSG00000090247"	"OK"	"negbinomial.size"	1.3343837546055e-45	2.91078809215415e-44	"ENSMUSG00000090247"	"Bloc1s1"	"Bloc1s1"	"ENSMUSG00000090247"	11335	FALSE
"ENSMUSG00000031447"	"OK"	"negbinomial.size"	7.67219697480601e-79	3.16122930906359e-77	"ENSMUSG00000031447"	"Lamp1"	"Lamp1"	"ENSMUSG00000031447"	26717	TRUE
"ENSMUSG00000008892"	"OK"	"negbinomial.size"	1.20418405836619e-281	2.50068889454045e-279	"ENSMUSG00000008892"	"Vdac3"	"Vdac3"	"ENSMUSG00000008892"	26643	FALSE
"ENSMUSG00000031538"	"OK"	"negbinomial.size"	2.93269745065373e-42	5.93204711609505e-41	"ENSMUSG00000031538"	"Plat"	"Plat"	"ENSMUSG00000031538"	17527	TRUE
"ENSMUSG00000031591"	"OK"	"negbinomial.size"	5.4321374457709e-108	3.12197567224656e-106	"ENSMUSG00000031591"	"Asah1"	"Asah1"	"ENSMUSG00000031591"	20595	FALSE
"ENSMUSG00000031633"	"OK"	"negbinomial.size"	1.74661867890907e-166	1.85058407646318e-164	"ENSMUSG00000031633"	"Slc25a4"	"Slc25a4"	"ENSMUSG00000031633"	27566	FALSE
"ENSMUSG00000031517"	"OK"	"negbinomial.size"	2.79673235084038e-173	3.20287546796609e-171	"ENSMUSG00000031517"	"Gpm6a"	"Gpm6a"	"ENSMUSG00000031517"	24235	TRUE
"ENSMUSG00000031610"	"OK"	"negbinomial.size"	9.12904377592018e-161	9.11441389807415e-159	"ENSMUSG00000031610"	"Scrg1"	"Scrg1"	"ENSMUSG00000031610"	8052	TRUE
"ENSMUSG00000037852"	"OK"	"negbinomial.size"	3.12132682469296e-167	3.35273553755813e-165	"ENSMUSG00000037852"	"Cpe"	"Cpe"	"ENSMUSG00000037852"	24629	TRUE
"ENSMUSG00000031604"	"OK"	"negbinomial.size"	2.71449800920443e-93	1.32119707791747e-91	"ENSMUSG00000031604"	"Msmo1"	"Msmo1"	"ENSMUSG00000031604"	25390	TRUE
"ENSMUSG00000036199"	"OK"	"negbinomial.size"	2.30931667962681e-99	1.22338800289754e-97	"ENSMUSG00000036199"	"Ndufa13"	"Ndufa13"	"ENSMUSG00000036199"	27501	FALSE
"ENSMUSG00000055681"	"OK"	"negbinomial.size"	6.1607463077986e-69	2.16599602130843e-67	"ENSMUSG00000055681"	"Cope"	"Cope"	"ENSMUSG00000055681"	24362	FALSE
"ENSMUSG00000038508"	"OK"	"negbinomial.size"	8.03830070748891e-68	2.78214518931422e-66	"ENSMUSG00000038508"	"Gdf15"	"Gdf15"	"ENSMUSG00000038508"	3033	TRUE
"ENSMUSG00000031622"	"OK"	"negbinomial.size"	6.06472882639124e-91	2.83658112525656e-89	"ENSMUSG00000031622"	"Sin3b"	"Sin3b"	"ENSMUSG00000031622"	25301	FALSE
"ENSMUSG00000005413"	"OK"	"negbinomial.size"	1.60263462781139e-67	5.52235272746957e-66	"ENSMUSG00000005413"	"Hmox1"	"Hmox1"	"ENSMUSG00000005413"	12140	TRUE
"ENSMUSG00000033938"	"OK"	"negbinomial.size"	1.33824553327877e-37	2.47543636351744e-36	"ENSMUSG00000033938"	"Ndufb7"	"Ndufb7"	"ENSMUSG00000033938"	27150	FALSE
"ENSMUSG00000031708"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000031708"	"Tecr"	"Tecr"	"ENSMUSG00000031708"	27086	TRUE
"ENSMUSG00000001911"	"OK"	"negbinomial.size"	1.39481287957872e-123	9.82995954725729e-122	"ENSMUSG00000001911"	"Nfix"	"Nfix"	"ENSMUSG00000001911"	19780	TRUE
"ENSMUSG00000003814"	"OK"	"negbinomial.size"	3.94086833383467e-125	2.84162149534606e-123	"ENSMUSG00000003814"	"Calr"	"Calr"	"ENSMUSG00000003814"	27036	TRUE
"ENSMUSG00000005161"	"OK"	"negbinomial.size"	1.42822131356847e-142	1.22898049496293e-140	"ENSMUSG00000005161"	"Prdx2"	"Prdx2"	"ENSMUSG00000005161"	27341	FALSE
"ENSMUSG00000031765"	"OK"	"negbinomial.size"	6.42553288734283e-79	2.66164028511608e-77	"ENSMUSG00000031765"	"Mt1"	"Mt1"	"ENSMUSG00000031765"	27426	TRUE
"ENSMUSG00000014856"	"OK"	"negbinomial.size"	1.26369673461748e-64	4.10043263368066e-63	"ENSMUSG00000014856"	"Tmem208"	"Tmem208"	"ENSMUSG00000014856"	22633	FALSE
"ENSMUSG00000013160"	"OK"	"negbinomial.size"	7.44873210065802e-47	1.68380264829824e-45	"ENSMUSG00000013160"	"Atp6v0d1"	"Atp6v0d1"	"ENSMUSG00000013160"	22268	FALSE
"ENSMUSG00000008450"	"OK"	"negbinomial.size"	1.18702509915588e-82	5.10715909374389e-81	"ENSMUSG00000008450"	"Nutf2"	"Nutf2"	"ENSMUSG00000008450"	12925	FALSE
"ENSMUSG00000039067"	"OK"	"negbinomial.size"	2.92431605644727e-46	6.52524678784617e-45	"ENSMUSG00000039067"	"Psmd7"	"Psmd7"	"ENSMUSG00000039067"	26154	FALSE
"ENSMUSG00000031950"	"OK"	"negbinomial.size"	3.15490405547128e-47	7.19438223484117e-46	"ENSMUSG00000031950"	"Gabarapl2"	"Gabarapl2"	"ENSMUSG00000031950"	25603	FALSE
"ENSMUSG00000031839"	"OK"	"negbinomial.size"	4.89740283688662e-76	1.92618811071993e-74	"ENSMUSG00000031839"	"Hsbp1"	"Hsbp1"	"ENSMUSG00000031839"	26992	FALSE
"ENSMUSG00000031827"	"OK"	"negbinomial.size"	3.32874087269933e-122	2.27390960931105e-120	"ENSMUSG00000031827"	"Cotl1"	"Cotl1"	"ENSMUSG00000031827"	25710	TRUE
"ENSMUSG00000031818"	"OK"	"negbinomial.size"	3.16737868990069e-158	3.06409460218653e-156	"ENSMUSG00000031818"	"Cox4i1"	"Cox4i1"	"ENSMUSG00000031818"	27577	FALSE
"ENSMUSG00000040010"	"OK"	"negbinomial.size"	1.89512895257272e-148	1.67708144524546e-146	"ENSMUSG00000040010"	"Slc7a5"	"Slc7a5"	"ENSMUSG00000040010"	9518	TRUE
"ENSMUSG00000021737"	"OK"	"negbinomial.size"	9.66380243737713e-90	4.49294695409399e-88	"ENSMUSG00000021737"	"Psmd6"	"Psmd6"	"ENSMUSG00000021737"	25093	FALSE
"ENSMUSG00000012405"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000012405"	"Rpl15"	"Rpl15"	"ENSMUSG00000012405"	27511	FALSE
"ENSMUSG00000042682"	"OK"	"negbinomial.size"	2.4887836055848e-128	1.89086851985284e-126	"ENSMUSG00000042682"	"Selk"	"Selk"	"ENSMUSG00000042682"	27222	FALSE
"ENSMUSG00000021957"	"OK"	"negbinomial.size"	3.56539017736006e-78	1.44611854198914e-76	"ENSMUSG00000021957"	"Tkt"	"Tkt"	"ENSMUSG00000021957"	26072	FALSE
"ENSMUSG00000021917"	"OK"	"negbinomial.size"	3.96000250434247e-64	1.26646897341137e-62	"ENSMUSG00000021917"	"Spcs1"	"Spcs1"	"ENSMUSG00000021917"	26730	FALSE
"ENSMUSG00000021832"	"OK"	"negbinomial.size"	1.75599078454882e-43	3.64175186009958e-42	"ENSMUSG00000021832"	"Psmc6"	"Psmc6"	"ENSMUSG00000021832"	23961	FALSE
"ENSMUSG00000004558"	"OK"	"negbinomial.size"	3.6172956466393e-52	9.35870094624702e-51	"ENSMUSG00000004558"	"Ndrg2"	"Ndrg2"	"ENSMUSG00000004558"	7073	TRUE
"ENSMUSG00000022174"	"OK"	"negbinomial.size"	2.40445441112836e-97	1.25248754024496e-95	"ENSMUSG00000022174"	"Dad1"	"Dad1"	"ENSMUSG00000022174"	26551	FALSE
"ENSMUSG00000022193"	"OK"	"negbinomial.size"	1.07239763105198e-84	4.6917396358524e-83	"ENSMUSG00000022193"	"Psmb5"	"Psmb5"	"ENSMUSG00000022193"	26810	FALSE
"ENSMUSG00000022199"	"OK"	"negbinomial.size"	2.25744324330218e-119	1.50255036386459e-117	"ENSMUSG00000022199"	"Slc22a17"	"Slc22a17"	"ENSMUSG00000022199"	19134	TRUE
"ENSMUSG00000021939"	"OK"	"negbinomial.size"	4.0088760806718e-54	1.07838074190783e-52	"ENSMUSG00000021939"	"Ctsb"	"Ctsb"	"ENSMUSG00000021939"	22161	TRUE
"ENSMUSG00000022044"	"OK"	"negbinomial.size"	2.50246690747138e-121	1.70200533117322e-119	"ENSMUSG00000022044"	"Stmn4"	"Stmn4"	"ENSMUSG00000022044"	4117	TRUE
"ENSMUSG00000033487"	"OK"	"negbinomial.size"	3.57273384319112e-202	4.79701117307774e-200	"ENSMUSG00000033487"	"Fndc3a"	"Fndc3a"	"ENSMUSG00000033487"	12036	FALSE
"ENSMUSG00000022108"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022108"	"Itm2b"	"Itm2b"	"ENSMUSG00000022108"	26708	TRUE
"ENSMUSG00000022018"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000022018"	"Rgcc"	"Rgcc"	"ENSMUSG00000022018"	10018	TRUE
"ENSMUSG00000075486"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000075486"	"Commd6"	"Commd6"	"ENSMUSG00000075486"	21883	FALSE
"ENSMUSG00000022114"	"OK"	"negbinomial.size"	3.32124560677807e-97	1.72428001085228e-95	"ENSMUSG00000022114"	"Spry2"	"Spry2"	"ENSMUSG00000022114"	15111	TRUE
"ENSMUSG00000058126"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000058126"	"Tpm3-rs7"	"Tpm3-rs7"	"ENSMUSG00000058126"	2969	TRUE
"ENSMUSG00000001833"	"OK"	"negbinomial.size"	7.85709525971065e-241	1.33015498554341e-238	"ENSMUSG00000001833"	"Sept7"	"Sept7"	"ENSMUSG00000001833"	27135	TRUE
"ENSMUSG00000035443"	"OK"	"negbinomial.size"	6.97753195461981e-58	1.98312153637233e-56	"ENSMUSG00000035443"	"Thyn1"	"Thyn1"	"ENSMUSG00000035443"	22498	FALSE
"ENSMUSG00000062257"	"OK"	"negbinomial.size"	6.2136783925596e-42	1.24874891566601e-40	"ENSMUSG00000062257"	"Opcml"	"Opcml"	"ENSMUSG00000062257"	5485	TRUE
"ENSMUSG00000031996"	"OK"	"negbinomial.size"	3.41228749028045e-120	2.29079214056543e-118	"ENSMUSG00000031996"	"Aplp2"	"Aplp2"	"ENSMUSG00000031996"	24601	TRUE
"ENSMUSG00000032118"	"OK"	"negbinomial.size"	1.85442216479833e-67	6.37585545623267e-66	"ENSMUSG00000032118"	"Fez1"	"Fez1"	"ENSMUSG00000032118"	25177	TRUE
"ENSMUSG00000046240"	"OK"	"negbinomial.size"	1.57670738861995e-105	8.80187009955404e-104	"ENSMUSG00000046240"	"Hepacam"	"Hepacam"	"ENSMUSG00000046240"	13001	TRUE
"ENSMUSG00000015656"	"OK"	"negbinomial.size"	3.71082760942865e-56	1.03392021497051e-54	"ENSMUSG00000015656"	"Hspa8"	"Hspa8"	"ENSMUSG00000015656"	27563	TRUE
"ENSMUSG00000032011"	"OK"	"negbinomial.size"	4.60382983069184e-152	4.21792056547209e-150	"ENSMUSG00000032011"	"Thy1"	"Thy1"	"ENSMUSG00000032011"	5849	TRUE
"ENSMUSG00000038717"	"OK"	"negbinomial.size"	1.21848369534307e-66	4.11667756073067e-65	"ENSMUSG00000038717"	"Atp5l"	"Atp5l"	"ENSMUSG00000038717"	27563	FALSE
"ENSMUSG00000066705"	"OK"	"negbinomial.size"	1.51105515117063e-48	3.57669969293048e-47	"ENSMUSG00000066705"	"Fxyd6"	"Fxyd6"	"ENSMUSG00000066705"	11081	TRUE
"ENSMUSG00000032076"	"OK"	"negbinomial.size"	5.45449596255757e-40	1.06325124676889e-38	"ENSMUSG00000032076"	"Cadm1"	"Cadm1"	"ENSMUSG00000032076"	15324	TRUE
"ENSMUSG00000000171"	"OK"	"negbinomial.size"	4.88627193584705e-56	1.35899438215746e-54	"ENSMUSG00000000171"	"Sdhd"	"Sdhd"	"ENSMUSG00000000171"	24758	FALSE
"ENSMUSG00000032060"	"OK"	"negbinomial.size"	5.55265789168309e-119	3.64905682122211e-117	"ENSMUSG00000032060"	"Cryab"	"Cryab"	"ENSMUSG00000032060"	10117	TRUE
"ENSMUSG00000032047"	"OK"	"negbinomial.size"	3.30155247203266e-94	1.63243427783837e-92	"ENSMUSG00000032047"	"Acat1"	"Acat1"	"ENSMUSG00000032047"	24505	FALSE
"ENSMUSG00000032279"	"OK"	"negbinomial.size"	1.7408470302668e-77	6.97010089881889e-76	"ENSMUSG00000032279"	"Idh3a"	"Idh3a"	"ENSMUSG00000032279"	25398	FALSE
"ENSMUSG00000032324"	"OK"	"negbinomial.size"	4.53107045567316e-100	2.40858096747814e-98	"ENSMUSG00000032324"	"Tspan3"	"Tspan3"	"ENSMUSG00000032324"	27021	FALSE
"ENSMUSG00000025232"	"OK"	"negbinomial.size"	1.00659790380564e-65	3.33569411739848e-64	"ENSMUSG00000025232"	"Hexa"	"Hexa"	"ENSMUSG00000025232"	16413	FALSE
"ENSMUSG00000007892"	"OK"	"negbinomial.size"	5.5177111526113e-112	3.35696684382504e-110	"ENSMUSG00000007892"	"Rplp1"	"Rplp1"	"ENSMUSG00000007892"	27577	FALSE
"ENSMUSG00000032383"	"OK"	"negbinomial.size"	9.02230961508754e-166	9.43103840637506e-164	"ENSMUSG00000032383"	"Ppib"	"Ppib"	"ENSMUSG00000032383"	26856	FALSE
"ENSMUSG00000036781"	"OK"	"negbinomial.size"	8.18198174648723e-44	1.71052839867837e-42	"ENSMUSG00000036781"	"Rps27l"	"Rps27l"	"ENSMUSG00000036781"	27572	FALSE
"ENSMUSG00000032366"	"OK"	"negbinomial.size"	5.78149190892516e-231	9.47860384015888e-229	"ENSMUSG00000032366"	"Tpm1"	"Tpm1"	"ENSMUSG00000032366"	26684	TRUE
"ENSMUSG00000032348"	"OK"	"negbinomial.size"	1.03764764535781e-227	1.66611980169566e-225	"ENSMUSG00000032348"	"Gsta4"	"Gsta4"	"ENSMUSG00000032348"	7577	TRUE
"ENSMUSG00000049624"	"OK"	"negbinomial.size"	5.19563914828189e-62	1.58360234314071e-60	"ENSMUSG00000049624"	"Slc17a5"	"Slc17a5"	"ENSMUSG00000049624"	5403	FALSE
"ENSMUSG00000066456"	"OK"	"negbinomial.size"	7.17074349615162e-46	1.57523737591765e-44	"ENSMUSG00000066456"	"Hmgn3"	"Hmgn3"	"ENSMUSG00000066456"	26397	FALSE
"ENSMUSG00000032263"	"OK"	"negbinomial.size"	2.22766135551303e-236	3.73073393678661e-234	"ENSMUSG00000032263"	"Bckdhb"	"Bckdhb"	"ENSMUSG00000032263"	10410	FALSE
"ENSMUSG00000032265"	"OK"	"negbinomial.size"	3.07690345890395e-159	3.03308679572335e-157	"ENSMUSG00000032265"	"Fam46a"	"Fam46a"	"ENSMUSG00000032265"	5430	TRUE
"ENSMUSG00000035274"	"OK"	"negbinomial.size"	3.02125628368958e-68	1.05506875826155e-66	"ENSMUSG00000035274"	"Tpbg"	"Tpbg"	"ENSMUSG00000035274"	3294	FALSE
"ENSMUSG00000032353"	"OK"	"negbinomial.size"	2.37515407062704e-58	6.80018835478239e-57	"ENSMUSG00000032353"	"Tmed3"	"Tmed3"	"ENSMUSG00000032353"	20613	TRUE
"ENSMUSG00000033350"	"OK"	"negbinomial.size"	1.31315744784737e-206	1.85931156820206e-204	"ENSMUSG00000033350"	"Chst2"	"Chst2"	"ENSMUSG00000033350"	21142	TRUE
"ENSMUSG00000032527"	"OK"	"negbinomial.size"	6.54624747528728e-74	2.52370803038612e-72	"ENSMUSG00000032527"	"Pccb"	"Pccb"	"ENSMUSG00000032527"	7255	FALSE
"ENSMUSG00000032549"	"OK"	"negbinomial.size"	8.01382593410477e-116	5.07379426519032e-114	"ENSMUSG00000032549"	"Rab6b"	"Rab6b"	"ENSMUSG00000032549"	8684	TRUE
"ENSMUSG00000032553"	"OK"	"negbinomial.size"	3.54172663213015e-303	8.11211651403339e-301	"ENSMUSG00000032553"	"Srprb"	"Srprb"	"ENSMUSG00000032553"	14932	FALSE
"ENSMUSG00000032557"	"OK"	"negbinomial.size"	5.56456465437437e-114	3.43921009888416e-112	"ENSMUSG00000032557"	"Uba5"	"Uba5"	"ENSMUSG00000032557"	14303	FALSE
"ENSMUSG00000090150"	"OK"	"negbinomial.size"	1.72331179046579e-78	7.06331082539595e-77	"ENSMUSG00000090150"	"Acad11"	"Acad11"	"ENSMUSG00000090150"	2806	FALSE
"ENSMUSG00000079355"	"OK"	"negbinomial.size"	4.04968049015215e-297	9.01053909058854e-295	"ENSMUSG00000079355"	"Ackr4"	"Ackr4"	"ENSMUSG00000079355"	1426	TRUE
"ENSMUSG00000048758"	"OK"	"negbinomial.size"	6.14275884619798e-67	2.09351135732021e-65	"ENSMUSG00000048758"	"Rpl29"	"Rpl29"	"ENSMUSG00000048758"	27572	FALSE
"ENSMUSG00000032599"	"OK"	"negbinomial.size"	3.18119735687926e-52	8.25785813889908e-51	"ENSMUSG00000032599"	"Ip6k2"	"Ip6k2"	"ENSMUSG00000032599"	10859	FALSE
"ENSMUSG00000025651"	"OK"	"negbinomial.size"	2.9670971414103e-101	1.59353579232639e-99	"ENSMUSG00000025651"	"Uqcrc1"	"Uqcrc1"	"ENSMUSG00000025651"	26820	FALSE
"ENSMUSG00000025647"	"OK"	"negbinomial.size"	9.26705124190199e-99	4.87615956393998e-97	"ENSMUSG00000025647"	"Shisa5"	"Shisa5"	"ENSMUSG00000025647"	10216	FALSE
"ENSMUSG00000032482"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032482"	"Cspg5"	"Cspg5"	"ENSMUSG00000032482"	23556	TRUE
